Episode,Step,Action Type,Reward,Energy Output,Unmet Demand
2,37,wind,-0.030247279101910534,93139036.39713097,51316370.427331924
2,38,wind,0.052180608866636176,99049463.53478241,51277072.86234856
2,39,wind,0.045470805687848476,104996138.32688141,51240825.207901
2,40,wind,0.06186384206434013,110991452.25183107,51192186.075050354
2,41,wind,0.10060278344962513,117051261.29970932,51127690.952121735
2,42,wind,0.13124504556554836,123186306.29288864,51052455.00682068
2,43,wind,0.07010186225261307,129373894.84106064,50999911.451828
2,44,wind,0.07863934418447781,135613870.14495087,50947524.69610977
2,45,solar,1.0306725936218282,142377010.44594193,50424359.69900894
2,46,wind,0.007357366915799211,149162513.94223022,50401996.5037117
2,47,solar,0.9986956191345211,156456647.44721603,49893366.49501419
2,48,wind,0.03927541101360926,163788789.87750053,49855357.56971549
2,49,solar,1.0117307070609323,171641437.31648254,49334852.56101799
2,50,wind,0.0793247743612202,179550820.54323387,49278116.77324867
2,51,wind,0.034008063788558356,187494246.2708397,49244074.27239418
2,52,solar,0.9292691141066002,195915806.99772072,48765939.27311897
2,53,wind,0.0394202631256613,204375274.9713936,48728032.02632713
2,54,wind,0.06962904599695001,212883936.73605156,48678838.235342026
2,55,solar,0.9039801531729149,221859238.51774216,48212198.2183094
2,56,wind,0.027558335002504753,230863708.41461372,48183030.10312843
2,57,wind,0.11442996048190864,239935930.90380478,48115277.510808945
2,58,solar,0.9529246478363057,249495978.4147396,47627452.48906517
2,59,wind,-0.009677518265971448,259071943.3869934,47611535.0277462
2,60,wind,-0.011015661143609322,268658640.2144642,47600803.17252922
