Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,17852,wind,0,26575,57160924
,,,6740,wind,0,57282,57130217
,,,8441,solar,1,522688,56664811
,,,10141,wind,0,610467,56577032
,,,4038,wind,0,667150,56520349
,,,15120,wind,0,696321,56491178
,,,3624,solar,1,1220911,55966588
,,,11618,solar,1,1761081,55426418
,,,14718,solar,1,2295741,54891758
,,,7444,wind,0,2309321,54878178
,,,18053,solar,1,2807501,54379998
,,,11247,wind,0,2866493,54321006
,,,3243,wind,0,2904065,54283434
,,,15152,wind,0,2931601,54255898
,,,7842,wind,0,2960125,54227374
,,,15624,wind,0,2997660,54189839
,,,16062,wind,0,3052832,54134667
,,,10732,wind,1,3189824,53997675
,,,15926,wind,0,3228087,53959412
,,,4355,wind,0,3267037,53920462
,,,10138,wind,0,3308814,53878685
,,,15832,wind,0,3343232,53844267
,,,3272,solar,1,3867727,53319772
,,,6070,solar,1,4394597,52792902
,,,17642,solar,1,4916622,52270877
,,,15839,solar,1,5424017,51763482
,,,12546,wind,0,5488273,51699226
,,,12958,solar,1,5980468,51207031
,,,14763,solar,1,6491758,50695741
,,,14533,wind,0,6506942,50680557
,,,14949,wind,0,6520769,50666730
,,,3723,wind,0,6564965,50622534
,,,11730,wind,1,6753510,50433989
,,,3256,solar,1,7245800,49941699
,,,7931,wind,0,7338880,49848619
,,,10450,wind,0,7355122,49832377
,,,13537,wind,0,7385943,49801556
,,,8230,wind,0,7403612,49783887
,,,13215,solar,1,7957557,49229942
,,,15840,wind,0,7987241,49200258
,,,5038,solar,1,8457206,48730293
,,,7764,solar,1,8961276,48226223
,,,10227,wind,0,9039726,48147773
,,,11243,solar,1,9514346,47673153
,,,15327,solar,1,9992386,47195113
,,,13461,solar,1,10491991,46695508
,,,8349,wind,0,10544052,46643447
,,,10917,solar,1,11088497,46099002
,,,13418,wind,0,11121000,46066499
,,,14822,wind,0,11177652,46009847
,,,12830,solar,1,11670512,45516987
,,,6041,solar,1,12152733,45034766
,,,4027,solar,1,12664688,44522811
,,,14633,wind,0,12678026,44509473
,,,10249,wind,0,12718627,44468872
,,,10146,solar,1,13189447,43998052
,,,3229,solar,1,13688007,43499492
,,,8444,wind,0,13772164,43415335
,,,6225,wind,0,13802943,43384556
,,,12636,wind,0,13853236,43334263
,,,5834,solar,1,14319781,42867718
,,,10065,solar,1,14827556,42359943
,,,12915,solar,1,15383496,41804003
,,,10827,solar,1,15888706,41298793
,,,12858,wind,0,15911412,41276087
,,,16129,solar,1,16422227,40765272
,,,12035,solar,1,16900077,40287422
,,,14244,wind,0,16903587,40283912
,,,8931,wind,0,16940839,40246660
,,,10346,wind,0,17012943,40174556
,,,3940,wind,0,17056909,40130590
,,,5627,wind,0,17079928,40107571
,,,5338,wind,0,17122112,40065387
,,,12524,wind,0,17171508,40015991
,,,9449,wind,0,17186857,40000642
,,,9234,wind,0,17239348,39948151
,,,14951,wind,0,17268041,39919458
,,,15321,solar,1,17777906,39409593
,,,5422,solar,1,18317221,38870278
,,,4660,wind,0,18411312,38776187
,,,8531,wind,0,18457125,38730374
,,,15450,solar,1,18949985,38237514
,,,5637,wind,0,19056178,38131321
,,,4623,solar,1,19590553,37661167
,,,10939,solar,1,20066503,37317780
,,,16734,solar,1,20593088,36940481
,,,10252,wind,0,20626306,36911865
,,,10434,wind,0,20710361,36837643
,,,16537,solar,1,21220891,36533252
,,,15623,wind,0,21258123,36501517
,,,10627,wind,0,21327728,36441526
,,,11926,wind,0,21390567,36387391
,,,2662,solar,1,21893592,36133763
,,,15632,solar,1,22383032,35898687
,,,3138,solar,1,22862687,35684557
,,,4540,wind,0,22890803,35658276
,,,9948,wind,0,22954207,35605257
,,,10047,wind,0,23050461,35524787
,,,12935,wind,0,23112895,35474380
,,,7522,wind,0,23128567,35460261
,,,2862,wind,0,23168986,35423920
,,,15939,solar,1,23675622,35181661
,,,2728,solar,1,24176652,34958023
,,,5832,wind,0,24262081,34882850
,,,13521,wind,0,24387360,34784239
,,,16053,wind,0,24438102,34745391
,,,5729,wind,0,24469807,34717933
,,,15439,wind,0,24490785,34702180
,,,12835,wind,0,24528324,34673285
,,,14634,solar,1,25006649,34498885
,,,11916,solar,1,25551854,34302419
,,,5039,wind,1,25713479,34157499
,,,11360,solar,1,26207194,33977385
,,,4539,wind,0,26247770,33940476
,,,6737,solar,0,26713175,33776044
,,,14650,wind,0,26750964,33748371
,,,6726,wind,0,26829963,33680655
,,,6228,wind,0,26908346,33613463
,,,15248,wind,0,26924651,33601287
,,,15826,solar,1,27427201,33417276
,,,10726,solar,0,27936401,33270635
,,,6264,wind,0,27983019,33234971
,,,16659,solar,0,28482529,33100129
,,,1757,solar,0,28986694,32979435
,,,3656,solar,0,29481169,32864901
,,,15649,wind,0,29496383,32855145
,,,5634,wind,0,29622739,32752621
,,,11054,wind,0,29649566,32734961
,,,14345,wind,0,29653339,32732709
,,,12633,wind,0,29684171,32710791
,,,13252,solar,0,30167531,32579057
,,,7044,wind,0,30172506,32574488
,,,7848,wind,0,30216412,32538659
,,,5537,wind,0,30260853,32502402
,,,3741,wind,0,30322889,32448280
,,,9840,wind,0,30341281,32434472
,,,5728,wind,0,30393667,32391785
,,,14057,wind,0,30421946,32373050
,,,15145,solar,0,30924781,32233640
,,,6020,wind,0,30977821,32192872
,,,14919,wind,0,31092206,32107115
,,,5321,solar,0,31633041,31969534
,,,2839,wind,0,31668219,31938413
,,,11352,wind,0,31718128,31905044
,,,12065,wind,0,31751634,31882806
,,,4735,solar,0,32219984,31770067
,,,5370,solar,0,32743434,31636930
,,,12433,wind,0,32762301,31623651
,,,5619,wind,0,32789912,31602360
,,,2944,wind,0,32830808,31566366
,,,16029,wind,0,32865789,31540892
,,,8446,wind,0,32913060,31505356
,,,10045,wind,0,32978244,31456367
,,,5131,solar,0,33459229,31336685
,,,16255,wind,0,33487277,31316893
,,,5230,wind,0,33516560,31290801
,,,3620,solar,0,34050365,31158790
,,,8246,solar,0,34525175,31058164
,,,8948,solar,0,34990105,30973839
,,,9960,wind,0,35019389,30954102
,,,16156,wind,0,35051223,30932737
,,,2060,solar,0,35553393,30848915
,,,13816,wind,0,35616221,30804176
,,,14437,wind,0,35632490,30793632
,,,10266,wind,0,35673897,30765618
,,,9531,solar,0,36154217,30674216
,,,6136,wind,0,36214546,30626792
,,,12556,solar,0,36704176,30535768
,,,4045,solar,0,37179081,30456654
,,,11351,wind,0,37221643,30429958
,,,11947,solar,0,37700063,30341052
,,,14151,wind,0,37723054,30326819
,,,15142,wind,0,37743226,30313652
,,,15227,solar,0,38220506,30226384
,,,15733,wind,0,38259864,30200295
,,,15337,wind,0,38285409,30183498
,,,10741,wind,0,38359337,30133294
,,,4225,wind,0,38396441,30101418
