Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,8227,wind,21834,115890,57071609
,,,12250,wind,1481,141209,57046290
,,,9622,wind,8869,197103,56990396
,,,16058,wind,4373,232560,56954939
,,,13951,solar,95083,719435,56468064
,,,8151,solar,92216,1194340,55993159
,,,5843,wind,5836,1244100,55943399
,,,3621,solar,104313,1776290,55411209
,,,4721,wind,6991,1826655,55360844
,,,4361,wind,11177,1896872,55290627
,,,12443,solar,94118,2380422,54807077
,,,2729,solar,97291,2879457,54308042
,,,10135,wind,10974,2946141,54241358
,,,8125,wind,2536,2973252,54214247
,,,3562,solar,97750,3475612,53711887
,,,2527,solar,98288,3980062,53207437
,,,12432,solar,94741,4467507,52719992
,,,9927,solar,97220,4968347,52219152
,,,14434,wind,439,4992094,52195405
,,,15439,solar,99221,5497779,51689720
,,,14954,wind,8450,5551769,51635730
,,,5160,solar,97541,6051944,51135555
,,,5719,wind,6701,6097986,51089513
,,,5742,wind,2802,6121659,51065840
,,,8350,wind,2386,6149669,51037830
,,,9032,wind,4006,6183458,51004041
,,,2150,wind,4468,6220253,50967246
,,,16344,wind,6258,6264278,50923221
,,,5441,solar,92107,6740988,50446511
,,,2927,wind,8206,6796873,50390626
,,,10145,wind,14437,6884185,50303314
,,,9522,wind,9440,6942675,50244824
,,,5149,solar,94599,7432305,49755194
,,,3028,wind,2623,7459727,49727772
,,,10735,wind,1961,7485442,49702057
,,,10746,wind,14203,7570134,49617365
,,,14650,wind,4886,7607923,49579576
,,,12925,wind,2755,7637252,49550247
,,,4337,wind,735,7660520,49526979
,,,12862,wind,1836,7684445,49503054
,,,15227,wind,4102,7718833,49468666
,,,10741,wind,12536,7792761,49394738
,,,16056,solar,97967,8292746,48894753
,,,2159,solar,97800,8791971,48395528
,,,10528,solar,96704,9291386,47896113
,,,10331,wind,14733,9376587,47810912
,,,12336,wind,1964,9404444,47783055
,,,16059,solar,100576,9917349,47270150
,,,12221,solar,104794,10450489,46737010
,,,5349,wind,4708,10486764,46700735
,,,16859,solar,96462,10979909,46207590
,,,13416,solar,109187,11531954,45655545
,,,13046,solar,94389,12016739,45170760
,,,7130,wind,4982,12057090,45130409
,,,3747,wind,4479,12096229,45091270
,,,14245,solar,97340,12593364,44594135
,,,11142,wind,16899,12688045,44499454
,,,5734,wind,8973,12750363,44437136
,,,9662,wind,3294,12780918,44406581
,,,11040,wind,21325,12893593,44293906
,,,7568,wind,7866,12945991,44241508
,,,11526,wind,19692,13057373,44130126
