Episode,Total Reward,Total Cost,Invalid Actions,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,,,5023,wind,0,55311475,25987573
,,,,,10529,solar,0,55805190,25953869
,,,,,4822,solar,0,56342890,25922188
,,,,,9222,wind,0,56391261,25892001
,,,,,16639,solar,0,56904071,25859903
,,,,,3545,solar,0,57375271,25833180
1,85.89732760010381,-1951057.4466311624,19,1,,,,,
,,,,,11130,solar,0,493525,56693974
,,,,,10250,wind,0,523098,56664401
,,,,,11729,wind,0,616920,56570579
,,,,,8144,wind,0,739109,56448390
,,,,,7442,wind,0,744936,56442563
,,,,,10946,wind,0,836887,56350612
,,,,,11330,wind,0,909786,56277713
,,,,,14332,wind,0,935433,56252066
,,,,,10124,wind,0,991315,56196184
,,,,,7542,wind,0,1015058,56172441
,,,,,16632,wind,0,1062815,56124684
,,,,,4731,wind,0,1133261,56054238
,,,,,10140,wind,0,1261879,55925620
,,,,,15244,solar,0,1766899,55420600
,,,,,11845,wind,0,1804807,55382692
,,,,,15960,wind,0,1846447,55341052
,,,,,10929,solar,0,2344532,54842967
,,,,,6229,wind,0,2387552,54799947
,,,,,4459,solar,0,2889152,54298347
,,,,,15736,solar,0,3385527,53801972
,,,,,15137,wind,0,3409789,53777710
,,,,,6327,wind,0,3463391,53724108
,,,,,4042,wind,0,3491789,53695710
,,,,,14734,solar,0,3975909,53211590
,,,,,4822,solar,0,4513609,52673890
,,,,,12631,wind,0,4535796,52651703
,,,,,10444,wind,0,4569836,52617663
,,,,,17644,wind,0,4597534,52589965
,,,,,9650,wind,0,4599475,52588024
,,,,,4834,wind,0,4637484,52550015
,,,,,5568,wind,0,4700256,52487243
,,,,,13329,wind,0,4728730,52458769
,,,,,4750,wind,0,4771702,52415797
,,,,,14532,solar,0,5237012,51950487
,,,,,9351,solar,0,5712487,51475012
,,,,,10848,wind,0,5736239,51451260
,,,,,5631,wind,0,5762719,51424780
,,,,,2937,wind,0,5815435,51372064
,,,,,1957,solar,0,6314470,50873029
,,,,,15437,solar,0,6815215,50372284
,,,,,14152,wind,0,6836223,50351276
,,,,,9535,wind,0,6954149,50233350
,,,,,4247,wind,0,6973081,50214418
,,,,,10541,wind,0,7091987,50095512
,,,,,15331,wind,0,7146643,50040856
,,,,,2959,solar,0,7642258,49545241
,,,,,9320,solar,0,8186038,49001461
,,,,,10450,solar,0,8645553,48541946
,,,,,8247,wind,0,8667725,48519774
,,,,,7344,solar,0,9143295,48044204
,,,,,14240,solar,0,9632830,47554669
,,,,,12820,wind,0,9704648,47482851
,,,,,9649,wind,0,9717448,47470051
,,,,,5023,wind,0,9765153,47422346
,,,,,3241,wind,0,9800830,47386669
,,,,,15126,solar,0,10278775,46908724
,,,,,16143,wind,0,10319415,46868084
,,,,,9222,wind,0,10367785,46819714
,,,,,15941,wind,0,10398422,46789077
,,,,,15256,wind,0,10439009,46748490
,,,,,12434,wind,0,10452698,46734801
,,,,,7919,wind,0,10482715,46704784
,,,,,12660,wind,0,10503648,46683851
,,,,,16639,solar,0,11016458,46171041
,,,,,11228,solar,0,11518343,45669156
,,,,,7447,wind,0,11536181,45651318
,,,,,10115,solar,0,12089271,45098228
,,,,,15658,solar,0,12595810,44591689
,,,,,7929,wind,0,12617005,44570494
,,,,,6735,solar,0,13065215,44122284
,,,,,10423,solar,0,13588570,43598929
,,,,,9859,wind,0,13619499,43568000
,,,,,12661,wind,0,13640607,43546892
,,,,,10545,wind,0,13699805,43487694
,,,,,10836,solar,0,14177845,43009654
,,,,,12944,wind,0,14212768,42974731
,,,,,3624,wind,0,14250395,42937104
,,,,,5759,solar,0,14746865,42440634
,,,,,6768,wind,0,14799700,42387799
,,,,,16237,solar,0,15305100,41882399
,,,,,8229,wind,0,15357909,41829590
,,,,,9835,wind,0,15440651,41746848
,,,,,9435,wind,0,15539892,41647607
,,,,,12334,wind,0,15562952,41624547
,,,,,2828,solar,0,16063792,41123707
,,,,,2861,solar,0,16563967,40623532
,,,,,3129,solar,0,17062052,40125447
,,,,,10432,wind,0,17182581,40004918
,,,,,17357,solar,0,17656821,39530678
,,,,,7931,wind,0,17749900,39437599
,,,,,10335,wind,0,17801761,39385738
,,,,,4044,solar,0,18276571,38910928
,,,,,9025,solar,0,18791091,38396408
,,,,,15550,solar,0,19285756,37901743
,,,,,9245,wind,0,19355875,37831624
,,,,,2659,wind,0,19406776,37780723
,,,,,10230,wind,0,19458313,37729186
,,,,,5944,wind,0,19542154,37645345
,,,,,15829,wind,0,19575462,37612037
,,,,,15062,wind,0,19609009,37578490
,,,,,3870,wind,0,19692848,37494651
,,,,,9234,wind,0,19745338,37442161
,,,,,11440,wind,0,19802885,37384614
,,,,,11557,wind,0,19840288,37347211
,,,,,7865,wind,0,19893231,37294268
,,,,,15550,wind,-2,19893231,37294268
,,,,,1657,wind,0,19936902,37250597
,,,,,5436,solar,0,20401737,36863892
,,,,,2970,wind,0,20486114,36784306
,,,,,12135,wind,0,20493632,36777693
,,,,,11731,solar,0,20990007,36416511
,,,,,9435,wind,-2,20990007,36416511
,,,,,3050,wind,0,21017727,36390238
,,,,,7536,solar,0,21480282,36057771
,,,,,7931,wind,-2,21480282,36057771
,,,,,10440,wind,0,21567078,35978386
,,,,,11719,solar,0,22106298,35639959
,,,,,10021,wind,0,22198989,35562127
,,,,,3841,solar,0,22670569,35354204
,,,,,11841,wind,0,22694955,35334633
,,,,,6668,solar,0,23221065,35090146
,,,,,14639,wind,0,23239084,35075994
,,,,,14159,solar,0,23736219,34831892
,,,,,2569,solar,0,24256534,34593380
,,,,,3527,solar,0,24763929,34367256
,,,,,14049,wind,0,24773081,34360610
,,,,,4629,wind,0,24793928,34340894
,,,,,2828,solar,-2,24793928,34340894
,,,,,9846,wind,0,24828212,34312212
,,,,,3648,wind,0,24870598,34273001
,,,,,5044,wind,0,24894083,34250896
,,,,,7245,solar,0,25373263,34038021
,,,,,15941,wind,-2,25373263,34038021
,,,,,12929,wind,0,25448763,33977022
,,,,,10852,wind,0,25477334,33955135
,,,,,3258,wind,0,25509747,33925871
,,,,,11947,solar,0,25988166,33750010
,,,,,4849,solar,0,26477226,33583627
,,,,,15742,wind,0,26515959,33554269
,,,,,4042,wind,-2,26515959,33554269
,,,,,3743,wind,0,26558196,33515887
,,,,,16444,wind,0,26627800,33461519
,,,,,16632,wind,-2,26627800,33461519
,,,,,11042,wind,0,26687259,33415670
,,,,,5845,wind,0,26752856,33359388
,,,,,12444,wind,0,26771089,33345456
,,,,,13636,wind,0,26824377,33305005
,,,,,5436,solar,-2,26824377,33305005
,,,,,10546,wind,0,26887072,33254680
,,,,,3822,wind,0,26935204,33211078
,,,,,6337,wind,0,26991347,33162851
,,,,,9828,solar,0,27486202,32978122
,,,,,6125,solar,0,27999392,32831699
,,,,,15024,wind,0,28028659,32811344
,,,,,4526,solar,0,28549829,32681878
,,,,,12961,wind,0,28570937,32668160
,,,,,9950,wind,0,28641592,32617539
,,,,,7146,wind,0,28648464,32611484
,,,,,11552,wind,0,28692392,32582173
,,,,,2556,wind,0,28732248,32547427
,,,,,10533,wind,0,28749163,32534718
,,,,,16540,solar,0,29250193,32397574
,,,,,5640,wind,0,29344580,32320904
,,,,,3941,wind,0,29407425,32266087
,,,,,15358,wind,0,29439298,32244891
,,,,,5145,solar,0,29918573,32132667
,,,,,9447,wind,0,29956242,32104362
,,,,,16041,solar,0,30462972,31965687
,,,,,15742,wind,-2,30462972,31965687
,,,,,11125,solar,0,30973502,31827067
,,,,,3724,wind,0,31016455,31789316
,,,,,6142,wind,0,31086655,31732224
,,,,,3168,solar,0,31603170,31602441
,,,,,12862,solar,0,32103915,31466140
,,,,,8026,wind,0,32149092,31432185
,,,,,8148,wind,0,32201241,31393002
,,,,,9650,wind,-2,32201241,31393002
,,,,,11151,solar,0,32680611,31265102
,,,,,3355,solar,0,33171762,31151294
,,,,,13440,wind,0,33210263,31124368
,,,,,15742,wind,-2,33210263,31124368
,,,,,16458,wind,0,33251263,31095300
,,,,,11250,solar,0,33728258,30967448
,,,,,3626,wind,0,33752744,30945423
,,,,,15224,wind,0,33795582,30915463
,,,,,9428,wind,0,33864469,30863695
,,,,,7530,solar,0,34325504,30741806
,,,,,9125,wind,0,34355115,30719566
,,,,,11640,wind,0,34377412,30703809
,,,,,10652,wind,0,34407724,30683780
,,,,,12555,wind,0,34435644,30665381
,,,,,12842,wind,0,34480458,30633405
,,,,,11041,wind,0,34573234,30567043
,,,,,15427,solar,0,35052034,30435416
,,,,,15826,wind,0,35087539,30410624
,,,,,5635,wind,0,35162310,30349842
,,,,,2161,solar,0,35665050,30240697
,,,,,5742,wind,0,35688723,30221678
,,,,,4042,wind,-2,35688723,30221678
,,,,,12235,wind,0,35703424,30211897
,,,,,16060,solar,0,36220319,30118869
,,,,,15359,solar,0,36728284,30024062
,,,,,5937,wind,0,36779431,29983773
,,,,,3168,solar,-2,36779431,29983773
,,,,,1655,wind,0,36841971,29932155
,,,,,10341,wind,0,36938678,29862927
,,,,,5324,solar,0,37472578,29770194
,,,,,5944,wind,-2,37472578,29770194
,,,,,5926,wind,0,37562728,29699460
,,,,,11043,wind,0,37635755,29649867
,,,,,5229,wind,0,37703803,29592278
,,,,,15726,wind,0,37736630,29570591
,,,,,4327,wind,0,37779016,29534352
,,,,,9728,wind,0,37813600,29509552
,,,,,5130,solar,0,38303230,29422759
,,,,,10033,wind,0,38400191,29353348
,,,,,3168,solar,-2,38400191,29353348
,,,,,10939,wind,0,38463073,29310674
,,,,,6340,wind,0,38545192,29246215
,,,,,14336,wind,0,38592980,29214498
,,,,,14233,wind,0,38625347,29193121
,,,,,5348,solar,0,39113267,29108739
,,,,,10739,wind,0,39194428,29053624
,,,,,17555,wind,0,39237669,29024521
,,,,,10633,wind,0,39358129,28942644
,,,,,3361,solar,0,39859064,28858492
,,,,,14854,wind,0,39879701,28845798
,,,,,2856,wind,0,39914262,28817633
,,,,,3032,wind,0,39936065,28798347
,,,,,15359,wind,-2,39936065,28798347
,,,,,4639,solar,0,40406315,28716093
,,,,,12260,solar,0,40900600,28625445
,,,,,12321,solar,0,41434215,28530975
,,,,,6649,wind,0,41452847,28518226
,,,,,2823,wind,0,41506529,28474619
,,,,,11733,solar,0,41998819,28413011
,,,,,6540,wind,0,42078712,28354370
,,,,,15220,wind,0,42116081,28329496
,,,,,8546,wind,0,42164637,28297354
,,,,,7043,wind,0,42167091,28295238
,,,,,15556,solar,0,42666126,28231818
,,,,,2830,solar,0,43162596,28181033
,,,,,10852,wind,-2,43162596,28181033
,,,,,14334,wind,0,43229698,28140285
,,,,,7838,wind,0,43274613,28107165
,,,,,7037,wind,0,43336784,28061483
,,,,,4043,wind,0,43360614,28041415
,,,,,11141,wind,0,43421750,28003485
,,,,,15062,wind,-2,43421750,28003485
,,,,,11619,wind,0,43491867,27956396
,,,,,15138,wind,0,43510928,27945167
,,,,,17344,wind,0,43534858,27929931
,,,,,5146,wind,0,43556202,27911812
,,,,,5557,wind,0,43612260,27873688
,,,,,12638,wind,0,43639069,27857232
,,,,,15322,wind,0,43788061,27766375
,,,,,13327,wind,0,43842657,27733276
,,,,,10567,solar,0,44352807,27671665
,,,,,14721,wind,0,44422633,27629265
,,,,,16340,solar,0,44927938,27566229
,,,,,4938,wind,0,44956389,27542546
,,,,,2753,wind,0,44986640,27518555
,,,,,2828,solar,-2,44986640,27518555
,,,,,5320,wind,0,45026856,27490896
,,,,,10433,wind,0,45137769,27417467
,,,,,7138,wind,0,45170298,27393317
,,,,,8248,wind,0,45202196,27372211
,,,,,7518,wind,0,45235153,27349510
,,,,,9636,wind,0,45268692,27327310
,,,,,10166,solar,0,45777607,27266174
,,,,,8122,solar,0,46315972,27202308
,,,,,6340,wind,-2,46315972,27202308
,,,,,9559,wind,0,46360333,27174721
,,,,,13624,solar,0,46847778,27112951
,,,,,17044,wind,0,46872785,27097031
,,,,,13420,wind,0,46911232,27071438
,,,,,12147,solar,0,47393072,27012059
,,,,,2833,solar,0,47885077,26962371
,,,,,16632,wind,-2,47885077,26962371
,,,,,9632,wind,0,47975314,26902654
,,,,,10351,wind,0,47987863,26895127
,,,,,7843,wind,0,48000769,26885139
,,,,,6429,wind,0,48047069,26851021
,,,,,15230,wind,0,48083054,26829305
,,,,,7121,wind,0,48145706,26783270
,,,,,6158,solar,0,48639041,26726978
,,,,,2742,wind,0,48674723,26697618
,,,,,3429,wind,0,48709533,26668941
,,,,,5222,wind,0,48757592,26629819
,,,,,9422,solar,0,49290922,26564858
,,,,,11249,wind,0,49337560,26538335
,,,,,7932,wind,0,49361653,26520267
,,,,,9324,wind,0,49404076,26492202
,,,,,11735,solar,0,49891331,26432095
,,,,,12761,solar,0,50389226,26370136
,,,,,13918,wind,0,50420088,26349576
,,,,,1754,wind,0,50485453,26296763
,,,,,8246,solar,0,50960263,26241782
,,,,,8948,solar,0,51425193,26207812
,,,,,12544,wind,0,51472419,26180282
,,,,,10853,wind,0,51498069,26166988
,,,,,6338,wind,0,51531486,26143325
,,,,,13252,solar,0,52014846,26111599
,,,,,11734,solar,0,52505521,26079007
,,,,,11253,wind,0,52528260,26067346
,,,,,2570,solar,0,53050285,26037390
,,,,,1557,solar,0,53559390,26008720
,,,,,12151,wind,0,53573942,26001567
,,,,,8244,wind,0,53628142,25967773
,,,,,11037,solar,0,54106657,25936048
,,,,,7925,wind,0,54143822,25909800
,,,,,10141,wind,0,54231602,25855031
,,,,,2870,solar,0,54751822,25825231
,,,,,15130,solar,0,55233472,25794294
,,,,,5728,wind,0,55285859,25757516
,,,,,4623,solar,0,55820234,25725977
,,,,,12260,wind,-2,55820234,25725977
,,,,,2856,wind,-2,55820234,25725977
,,,,,10529,wind,0,55904110,25673629
,,,,,3052,wind,0,55940498,25646599
,,,,,13252,solar,-2,55940498,25646599
,,,,,12761,wind,-2,55940498,25646599
,,,,,7743,wind,0,55959076,25633117
,,,,,12519,solar,0,56498581,25598380
,,,,,5946,wind,0,56560801,25554794
,,,,,17951,wind,0,56594432,25535348
,,,,,12146,solar,0,57078267,25503451
,,,,,10741,wind,0,57152195,25460253
,,,,,15826,solar,-2,57152195,25460253
,,,,,12743,solar,0,57643630,25428435
2,91.97306505303223,-2013567.8232151023,26,0.965,,,,,
,,,,,15524,wind,0,32919,57154580
,,,,,4629,wind,0,53766,57133733
,,,,,2930,solar,0,549761,56637738
,,,,,12236,wind,0,569916,56617583
,,,,,7246,wind,0,569916,56617583
,,,,,4418,solar,0,1116260,56071239
,,,,,16158,solar,0,1623561,55563938
,,,,,4251,wind,0,1647700,55539799
,,,,,11328,wind,0,1738323,55449176
,,,,,2954,wind,0,1782547,55404952
,,,,,11124,wind,0,1870193,55317306
,,,,,12749,solar,0,2356783,54830716
,,,,,4141,wind,0,2420917,54766582
,,,,,11460,solar,0,2913777,54273722
,,,,,11053,wind,0,2948266,54239233
,,,,,15632,solar,0,3437706,53749793
,,,,,5166,wind,0,3509749,53677750
,,,,,11517,wind,0,3576264,53611235
,,,,,15243,wind,0,3594351,53593148
,,,,,6325,solar,0,4104216,53083283
,,,,,11146,wind,0,4157669,53029830
,,,,,2458,wind,0,4179055,53008444
,,,,,12145,wind,0,4226560,52960939
