Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,14023,wind,0,19304,57168195
,,,8432,wind,0,41270,57146229
,,,12830,wind,0,69096,57118403
,,,10521,wind,0,146078,57041421
,,,5557,solar,0,641788,56545711
,,,14827,wind,0,672473,56515026
,,,9963,solar,0,1176353,56011146
,,,6144,wind,0,1249349,55938150
,,,12456,solar,0,1738029,55449470
,,,3430,solar,0,2233359,54954140
,,,14661,wind,0,2269238,54918261
,,,13848,wind,0,2290004,54897495
,,,2555,wind,0,2328134,54859365
,,,15533,solar,0,2816624,54370875
,,,14335,wind,0,2873916,54313583
,,,9636,wind,0,2907455,54280044
,,,15833,wind,0,2943784,54243715
,,,4139,wind,0,2992363,54195136
,,,3068,solar,1,3508974,53678525
,,,4837,wind,0,3572234,53615265
,,,2054,solar,0,4074974,53112525
,,,10547,wind,0,4104287,53083212
