Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,16334,solar,100433,511195,56676304
,,,4835,wind,19932,622752,56564747
,,,14254,solar,95585,1111907,56075592
,,,17751,wind,1610,1136308,56051191
,,,3870,solar,102419,1656528,55530971
,,,3158,wind,2104,1686481,55501018
,,,3023,wind,5663,1733931,55453568
,,,12247,solar,93333,2217101,54970398
,,,9662,solar,98239,2718321,54469178
,,,15332,solar,94439,3203771,53983728
,,,9747,wind,-4335,3204382,53983117
,,,10242,wind,17142,3302290,53885209
,,,6545,wind,3971,3338928,53848571
,,,12915,solar,110277,3894868,53292631
,,,3547,wind,3718,3930194,53257305
,,,12749,solar,94553,4416784,52770715
,,,15960,solar,101094,4933109,52254390
