Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,5619,wind,0,27610,57159889
,,,11140,wind,0,131706,57028207
,,,11140,wind,-9999999,131706,56896556
,,,12637,wind,0,174823,56722101
,,,3561,solar,0,676613,56045563
,,,11140,wind,-9999999,676613,55367737
,,,11140,wind,-9999999,676613,54705230
,,,11140,wind,-9999999,676613,54057615
,,,11140,wind,-9999999,676613,53424479
,,,11140,wind,-9999999,676613,52805420
,,,11140,wind,-9999999,676613,52200049
,,,14540,solar,0,1171848,51112752
,,,4046,wind,0,1194094,49917933
,,,10534,wind,0,1267686,48651111
,,,10939,wind,0,1330567,47323286
,,,10939,wind,-9999999,1330567,45997457
,,,2846,solar,0,1820577,44266565
,,,10215,wind,0,1884477,42398421
,,,15029,solar,0,2362042,40056048
,,,14540,solar,-9999999,2362042,37708346
,,,12662,wind,0,2388233,35834170
,,,13328,wind,0,2474860,33870865
,,,11128,wind,0,2610986,32078606
