Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,14721,wind,11431,69825,57117674
,,,15959,wind,5018,109276,57078223
,,,15534,solar,94422,596151,56591348
,,,5360,solar,97353,1095471,56092028
,,,13763,wind,2699,1123320,56064179
,,,9435,wind,18405,1222561,55964938
,,,13944,wind,-2550,1226548,55960951
,,,5348,wind,8455,1285730,55901769
,,,10221,solar,106076,1822575,55364924
,,,10853,wind,2215,1848224,55339275
,,,4628,solar,99200,2353814,54833685
,,,9636,wind,3951,2387354,54800145
,,,12840,wind,7583,2437562,54749937
,,,14523,wind,9948,2498523,54688976
,,,12562,solar,98072,2998983,54188516
,,,10030,wind,28852,3150216,54037283
,,,16232,wind,3338,3181048,54006451
