Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,6125,solar,100872,513189,56674310
,,,4740,wind,1673,544212,56643287
,,,8144,wind,23454,666401,56521098
,,,2634,wind,2040,691093,56496406
,,,7419,wind,4668,727893,56459606
,,,14462,solar,98908,1232153,55955346
,,,6148,wind,7325,1286128,55901371
,,,2853,wind,1264,1310302,55877197
,,,9548,wind,3443,1345523,55841976
,,,15551,solar,96567,1839143,55348356
,,,9662,wind,3294,1869698,55317801
,,,12660,wind,710,1890631,55296868
,,,5557,wind,8905,1946690,55240809
,,,5847,wind,14012,2027582,55159917
,,,10124,wind,8205,2083464,55104035
,,,3842,wind,5145,2126520,55060979
,,,1758,solar,98286,2632205,54555294
