Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,4044,solar,91080,474810,56712689
,,,6048,solar,93459,959404,56228095
,,,12632,wind,5044,998073,56189426
,,,8667,solar,99597,1505468,55682031
,,,11850,wind,-3676,1508584,55678915
,,,3823,solar,104129,2037639,55149860
,,,7331,wind,14229,2119400,55068099
,,,6026,wind,8497,2173602,55013897
,,,6046,wind,15093,2256938,54930561
,,,11832,wind,8128,2314726,54872773
,,,9622,wind,8869,2370621,54816878
,,,6345,wind,10230,2436064,54751435
,,,16658,wind,3584,2467938,54719561
,,,8769,solar,100956,2983883,54203616
,,,9248,wind,-3793,2983883,54203616
,,,14921,wind,10493,3049447,54138052
,,,9151,solar,92178,3523117,53664382
,,,10567,wind,4522,3559251,53628248
,,,3544,wind,494,3578871,53608628
,,,2741,wind,1958,3603194,53584305
,,,8244,wind,8496,3657394,53530105
,,,5047,wind,-1354,3673667,53513832
,,,2954,solar,95300,4164532,53022967
,,,11046,wind,12680,4243010,52944489
,,,12540,wind,7984,4295041,52892458
,,,8831,wind,5355,4334961,52852538
,,,8647,wind,3261,4365447,52822052
,,,18146,wind,12084,4437016,52750483
,,,16241,solar,98862,4942131,52245368
,,,14726,wind,3095,4971940,52215559
,,,11346,wind,4234,5008123,52179376
,,,9326,wind,3718,5043610,52143889
,,,6529,wind,12668,5117835,52069664
,,,6250,solar,93837,5602050,51585449
,,,12855,wind,3167,5633087,51554412
,,,13252,solar,94310,6116447,51071052
,,,14159,solar,97340,6613582,50573917
,,,14331,wind,-967,6629499,50558000
,,,15123,solar,94239,7114664,50072835
,,,15140,solar,98928,7621394,49566105
,,,7519,wind,7086,7669184,49518315
,,,2649,wind,2391,7696535,49490964
