Episode,Total Reward,Total Cost,Invalid Actions,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,,,7718,solar,0,10773264,46414235
,,,,,7524,wind,0,10805160,46382339
,,,,,6427,wind,0,10849559,46337940
,,,,,13327,wind,0,10904156,46283343
,,,,,5119,wind,0,10947880,46239619
,,,,,5630,wind,0,10986444,46201055
,,,,,5926,wind,0,11076594,46110905
,,,,,10226,solar,0,11583989,45603510
,,,,,15117,wind,0,11711889,45475610
,,,,,4027,wind,0,11759670,45427829
,,,,,5927,wind,0,11793324,45394175
,,,,,3759,wind,0,11836445,45351054
,,,,,5830,wind,0,11966959,45220540
,,,,,5445,wind,0,12009199,45178300
,,,,,14022,wind,0,12181666,45005833
,,,,,14224,wind,0,12214814,44972685
,,,,,8219,solar,0,12766384,44421115
,,,,,15225,wind,0,12803393,44384106
,,,,,14259,wind,0,12834431,44353068
,,,,,11932,solar,0,13326436,43861063
,,,,,18045,wind,0,13365022,43822477
,,,,,3970,wind,0,13445225,43742274
,,,,,3732,wind,0,13511292,43676207
,,,,,16358,solar,0,14014222,43173277
,,,,,10853,wind,0,14039871,43147628
,,,,,3923,solar,0,14569686,42617813
,,,,,10928,solar,0,15070716,42116783
,,,,,16058,wind,0,15106173,42081326
,,,,,13461,wind,0,15132426,42055073
,,,,,12120,wind,0,15202185,41985314
,,,,,9130,solar,0,15676331,41511168
,,,,,8927,wind,0,15707080,41480419
,,,,,10636,wind,0,15755847,41431652
,,,,,12433,wind,0,15774714,41412785
,,,,,7737,wind,0,15812030,41375469
,,,,,4143,solar,0,16287505,40899994
,,,,,11934,solar,0,16775900,40411599
,,,,,11224,wind,0,16856288,40331211
,,,,,7028,wind,0,16897938,40289561
,,,,,15726,solar,0,17394693,39792806
,,,,,13454,wind,0,17418732,39768767
,,,,,11517,solar,0,17960517,39226982
,,,,,6941,wind,0,17966017,39221482
,,,,,13322,wind,0,18009335,39178164
,,,,,9046,wind,0,18039368,39148131
,,,,,8042,solar,0,18516363,38671136
,,,,,8234,solar,0,18974548,38212951
,,,,,18247,solar,0,19493628,37693871
,,,,,17355,wind,0,19535711,37651788
,,,,,8151,solar,0,20010616,37241057
,,,,,4028,wind,0,20062979,37190815
,,,,,15321,solar,0,20572844,36818165
,,,,,10229,wind,0,20602050,36791478
,,,,,12619,wind,0,20692904,36708319
,,,,,5444,wind,0,20733508,36670196
,,,,,4225,wind,0,20770612,36634487
,,,,,9532,wind,0,20819260,36589996
,,,,,12559,solar,0,21313355,36228011
,,,,,17244,wind,0,21345634,36198853
,,,,,9222,solar,0,21880199,35866475
,,,,,12042,solar,0,22359284,35635346
,,,,,10317,solar,0,22909049,35374452
,,,,,12060,wind,0,22933043,35356144
,,,,,11548,wind,0,22979727,35318476
,,,,,15235,solar,0,23470688,35083309
,,,,,14123,solar,0,23966968,34844506
,,,,,7939,wind,0,23985681,34827735
,,,,,9024,wind,0,24019482,34799458
,,,,,8447,solar,0,24487927,34582998
,,,,,12050,wind,0,24507537,34568157
,,,,,2943,solar,0,24992512,34374191
,,,,,17041,wind,0,25020211,34352599
,,,,,7568,wind,0,25072610,34310091
,,,,,15959,wind,0,25112061,34279915
,,,,,13548,wind,0,25153390,34248587
,,,,,14124,wind,0,25187334,34222909
,,,,,12522,wind,0,25293505,34140975
,,,,,13220,wind,0,25340598,34103291
,,,,,9224,solar,0,25864143,33909067
,,,,,5137,wind,0,25940919,33839928
,,,,,11548,wind,-2,25940919,33839928
,,,,,15641,solar,0,26448124,33653118
,,,,,10133,wind,0,26493867,33616385
,,,,,17257,solar,0,26961742,33449092
,,,,,16758,wind,0,27056967,33376121
,,,,,2858,solar,0,27550587,33214775
,,,,,14346,wind,0,27555855,33211494
,,,,,6848,wind,0,27556484,33210865
,,,,,2735,solar,-2,27556484,33210865
,,,,,15842,solar,0,28065399,33071067
,,,,,16434,solar,0,28582769,32930526
,,,,,16141,wind,0,28616794,32905745
,,,,,11740,solar,0,29095879,32777193
,,,,,3522,wind,0,29146581,32732810
,,,,,9449,wind,0,29161930,32722036
,,,,,6257,solar,0,29653840,32595946
,,,,,7719,solar,0,30203035,32454227
,,,,,16028,wind,0,30234250,32431494
,,,,,3025,solar,0,30749055,32305799
,,,,,13334,wind,0,30814305,32260013
,,,,,18053,solar,0,31312485,32125935
,,,,,10218,wind,0,31377643,32077451
,,,,,5237,solar,0,31847133,31963021
,,,,,10148,wind,0,31905785,31918956
,,,,,13215,wind,0,31980411,31862597
,,,,,11427,wind,0,32058174,31807007
,,,,,15825,solar,0,32561674,31668936
,,,,,4154,solar,0,33055199,31552741
,,,,,2739,solar,0,33545399,31435918
,,,,,4550,wind,0,33576065,31409731
,,,,,4127,wind,0,33616672,31373985
,,,,,7126,wind,0,33650542,31346218
,,,,,5846,wind,0,33717516,31291738
,,,,,9653,wind,0,33745996,31271459
,,,,,2639,solar,0,34237906,31159766
,,,,,13133,wind,0,34282483,31129546
,,,,,10742,wind,0,34338869,31091282
,,,,,17344,solar,0,34840564,30997632
,,,,,13719,wind,0,34955367,30915910
,,,,,15032,wind,0,34977102,30901687
,,,,,4524,wind,-2,34977102,30901687
,,,,,11932,wind,-2,34977102,30901687
,,,,,8768,solar,0,35485922,30812959
,,,,,2153,wind,0,35536045,30771445
,,,,,8324,solar,0,36060160,30674367
,,,,,15940,solar,0,36567270,30581560
,,,,,3046,wind,0,36607182,30547371
,,,,,12324,wind,0,36644395,30522183
,,,,,15634,wind,0,36680682,30498157
,,,,,8750,solar,0,37145422,30413867
,,,,,14950,wind,0,37172740,30396808
,,,,,15330,wind,0,37223409,30363151
,,,,,14736,solar,0,37715604,30273164
,,,,,9536,wind,0,37867111,30164733
,,,,,9932,wind,0,37949180,30105958
,,,,,13456,wind,0,37970439,30092860
,,,,,4255,wind,0,37998548,30069783
,,,,,14633,wind,0,38011886,30061214
,,,,,11830,wind,0,38150126,29967202
,,,,,8749,solar,0,38617526,29882430
,,,,,4327,solar,0,39132046,29793101
,,,,,12461,solar,0,39629466,29701879
,,,,,3355,wind,0,39658026,29678442
,,,,,3540,wind,0,39693169,29648182
,,,,,10045,wind,0,39758353,29601489
,,,,,11557,solar,0,40246938,29512167
,,,,,13957,wind,0,40276216,29493849
,,,,,11452,wind,0,40301194,29478430
,,,,,6146,wind,0,40341618,29446470
,,,,,6046,wind,0,40424954,29381062
,,,,,4835,solar,0,40895679,29298724
,,,,,14930,wind,0,40926395,29278458
,,,,,9662,wind,0,40956950,29257852
,,,,,12850,wind,0,41024892,29215008
,,,,,2631,wind,0,41053983,29188971
,,,,,14927,solar,0,41527748,29102652
,,,,,14733,wind,0,41536175,29098019
,,,,,7635,wind,0,41581355,29064708
,,,,,12831,solar,0,42073360,29003288
,,,,,10436,wind,0,42183023,28930683
,,,,,9662,solar,-2,42183023,28930683
,,,,,10551,wind,0,42211863,28912858
,,,,,16062,wind,0,42267035,28878723
,,,,,5421,wind,0,42305162,28850506
,,,,,3245,solar,0,42783487,28802320
,,,,,4842,wind,0,42825539,28767932
,,,,,14724,solar,0,43310229,28706339
,,,,,2737,solar,0,43800239,28656892
,,,,,17843,wind,0,43834256,28635126
,,,,,14246,wind,0,43838055,28633297
,,,,,4027,solar,-2,43838055,28633297
,,,,,17943,solar,0,44362265,28567293
,,,,,9247,solar,0,44811140,28515566
,,,,,1856,wind,0,44851049,28482931
,,,,,14724,wind,-2,44851049,28482931
,,,,,16741,wind,0,44902841,28449760
,,,,,3430,solar,0,45398171,28399123
,,,,,14948,wind,0,45410941,28391784
,,,,,14441,wind,0,45421012,28386110
,,,,,14745,wind,0,45431264,28380326
,,,,,3642,wind,0,45501076,28323879
,,,,,10925,wind,0,45604599,28259522
,,,,,10828,solar,0,46104679,28197001
,,,,,3529,wind,0,46142204,28166192
,,,,,9452,wind,0,46168569,28149948
,,,,,14719,wind,0,46208691,28123235
,,,,,12659,wind,0,46231153,28110891
,,,,,4836,wind,0,46301286,28054186
,,,,,8246,wind,0,46351802,28020754
,,,,,5434,solar,0,46821102,27969062
,,,,,14042,solar,0,47310162,27908774
,,,,,5249,solar,0,47799317,27857823
,,,,,15535,solar,0,48292652,27796730
,,,,,14727,solar,0,48763662,27737032
,,,,,14519,solar,0,49292907,27670357
,,,,,12443,wind,0,49300514,27666015
,,,,,12146,wind,0,49345939,27637885
,,,,,3620,solar,-2,49345939,27637885
,,,,,5733,wind,0,49445182,27565101
,,,,,9323,solar,0,49973762,27510903
,,,,,12531,wind,0,50005886,27492272
,,,,,2637,solar,0,50498746,27464887
,,,,,6125,wind,0,50557922,27423409
,,,,,3627,solar,0,51066267,27393890
,,,,,2460,solar,0,51565397,27365625
,,,,,11831,wind,0,51638115,27323136
,,,,,7851,solar,0,52114065,27293721
,,,,,4939,wind,0,52168864,27251110
,,,,,14727,solar,-2,52168864,27251110
,,,,,3050,wind,0,52196584,27230275
,,,,,11127,wind,0,52257047,27194975
,,,,,15660,wind,0,52298218,27173027
,,,,,17951,solar,0,52786138,27141332
,,,,,12032,wind,0,52839408,27110243
,,,,,6627,wind,0,52916618,27056221
,,,,,12339,wind,0,52924666,27051866
,,,,,14037,wind,0,52937075,27045175
,,,,,14344,solar,0,53435445,27012929
,,,,,4042,wind,0,53463843,26990247
,,,,,5520,solar,0,54005533,26958611
,,,,,15421,wind,-2,54005533,26958611
,,,,,12131,wind,-2,54005533,26958611
,,,,,5165,solar,0,54510743,26929261
,,,,,5022,solar,0,55048253,26897591
,,,,,17951,solar,-2,55048253,26897591
,,,,,14462,solar,0,55552513,26865396
,,,,,14123,solar,-2,55552513,26865396
,,,,,12662,solar,0,56053068,26833683
,,,,,9435,wind,0,56152309,26771761
,,,,,9326,wind,0,56187796,26749615
,,,,,7144,wind,0,56188170,26749242
,,,,,7846,wind,0,56209083,26734145
,,,,,17642,solar,0,56731108,26700976
,,,,,6339,wind,0,56757207,26682330
,,,,,3359,solar,0,57254437,26654172
1,77.93560314522328,-1875511.1518269826,13,1,,,,,
,,,,,14727,solar,0,471010,56716489
,,,,,2959,solar,0,966625,56220874
,,,,,14727,solar,-2,966625,56220874
,,,,,8430,wind,0,982141,56205358
,,,,,11719,wind,0,1049555,56137944
,,,,,15420,wind,0,1093703,56093796
,,,,,11929,wind,0,1141304,56046195
,,,,,5729,wind,0,1173009,56014490
,,,,,4047,wind,0,1186272,56001227
,,,,,12842,solar,0,1678182,55509317
,,,,,17344,wind,0,1702112,55485387
,,,,,5850,wind,0,1744806,55442693
,,,,,11820,wind,0,1810502,55376997
,,,,,7548,solar,0,2295192,54892307
,,,,,5525,wind,0,2323251,54864248
,,,,,3453,wind,0,2349664,54837835
,,,,,11225,wind,0,2426272,54761227
,,,,,15056,wind,0,2452991,54734508
,,,,,10926,solar,0,2962191,54225308
,,,,,3634,solar,0,3439661,53747838
,,,,,5640,solar,0,3918366,53269133
,,,,,14118,solar,0,4455021,52732478
,,,,,12237,wind,0,4476137,52711362
,,,,,17142,solar,0,4992937,52194562
,,,,,14344,solar,0,5491307,51696192
,,,,,9135,wind,0,5576606,51610893
,,,,,11147,wind,0,5625794,51561705
,,,,,16256,wind,0,5651805,51535694
,,,,,12620,wind,0,5741513,51445986
,,,,,12544,wind,0,5788740,51398759
,,,,,4818,solar,0,6336700,50850799
,,,,,9543,wind,0,6416757,50770742
,,,,,7028,wind,0,6458407,50729092
,,,,,9963,wind,0,6494341,50693158
,,,,,16859,wind,0,6549315,50638184
,,,,,13456,solar,0,7037900,50149599
,,,,,12860,wind,0,7057013,50130486
,,,,,10215,wind,0,7120912,50066587
,,,,,10038,wind,0,7164623,50022876
,,,,,2527,wind,0,7189236,49998263
,,,,,14750,wind,0,7224648,49962851
,,,,,7323,wind,0,7258469,49929030
,,,,,11655,solar,0,7740974,49446525
,,,,,15434,wind,0,7786771,49400728
,,,,,10228,wind,0,7840740,49346759
,,,,,10825,wind,0,7920617,49266882
,,,,,17655,wind,0,7973100,49214399
,,,,,3743,wind,0,8015337,49172162
,,,,,12526,wind,0,8137499,49050000
,,,,,10027,solar,0,8638339,48549160
,,,,,11646,wind,0,8687222,48500277
,,,,,2871,wind,0,8772326,48415173
,,,,,15049,wind,0,8812529,48374970
,,,,,4619,solar,0,9355169,47832330
,,,,,4540,wind,0,9383285,47804214
,,,,,2822,solar,0,9910060,47277439
,,,,,9239,wind,0,9959243,47228256
,,,,,12044,wind,0,9993162,47194337
,,,,,10328,wind,0,10063697,47123802
,,,,,13043,wind,0,10083219,47104280
,,,,,12220,wind,0,10149260,47038239
,,,,,16438,wind,0,10197999,46989500
,,,,,6846,solar,0,10676134,46511365
,,,,,16741,solar,0,11186664,46000835
,,,,,10029,wind,0,11274926,45912573
,,,,,10724,solar,0,11793341,45394158
,,,,,3620,solar,0,12327146,44860353
,,,,,13919,wind,0,12361193,44826306
,,,,,4151,wind,0,12382026,44805473
,,,,,9234,wind,0,12434517,44752982
,,,,,14663,solar,0,12943527,44243972
,,,,,2650,solar,0,13439712,43747787
,,,,,3472,wind,0,13539797,43647702
,,,,,3633,wind,0,13563992,43623507
,,,,,5448,solar,0,14051817,43135682
,,,,,12130,wind,0,14158096,43029403
,,,,,6340,wind,0,14240216,42947283
,,,,,14620,wind,0,14318522,42868977
,,,,,4251,solar,0,14807677,42379822
,,,,,4742,wind,0,14827278,42360221
,,,,,12339,wind,0,14835327,42352172
,,,,,10652,wind,0,14865638,42321861
,,,,,5244,solar,0,15339973,41847526
,,,,,2251,solar,0,15842998,41344501
,,,,,13119,wind,0,15941493,41246006
,,,,,17341,solar,0,16464183,40723316
,,,,,12624,wind,0,16546838,40640661
,,,,,6335,solar,0,17012053,40175446
,,,,,10446,wind,0,17104801,40082698
,,,,,14736,wind,0,17119622,40067877
,,,,,4038,wind,0,17176304,40011195
,,,,,4341,wind,0,17188557,39998942
,,,,,11240,solar,0,17659852,39527647
,,,,,12533,wind,0,17672961,39514538
,,,,,11853,wind,0,17690631,39496868
,,,,,8450,wind,0,17750281,39437218
,,,,,17444,wind,0,17794451,39393048
,,,,,2058,wind,0,17838799,39348700
,,,,,6322,wind,0,17873673,39313826
,,,,,5737,wind,0,17913818,39273681
,,,,,5355,solar,0,18407723,38779776
,,,,,8749,wind,0,18453269,38734230
,,,,,15336,solar,0,18950024,38237475
,,,,,14054,wind,0,18975693,38211806
,,,,,13748,wind,0,18996514,38190985
,,,,,3258,wind,0,19028926,38158573
,,,,,4619,solar,-2,19028926,38158573
,,,,,9549,wind,0,19058920,38128579
,,,,,15547,wind,0,19083488,38104011
,,,,,9330,solar,0,19564568,37622931
,,,,,15454,wind,0,19582744,37604755
,,,,,9953,solar,0,20063919,37166799
,,,,,4445,wind,0,20110971,37121630
,,,,,3453,wind,-2,20110971,37121630
,,,,,18056,wind,0,20164975,37073195
,,,,,14620,wind,-2,20164975,37073195
,,,,,12359,wind,0,20186011,37054861
,,,,,5240,wind,0,20207890,37033637
,,,,,4842,wind,0,20249941,36993228
,,,,,12853,wind,0,20270553,36975271
,,,,,12662,solar,0,20771108,36610516
,,,,,12535,wind,0,20802099,36582716
,,,,,17850,solar,0,21280709,36233822
,,,,,6328,wind,0,21345419,36173127
,,,,,13262,wind,0,21374509,36147641
,,,,,6540,wind,0,21454401,36072732
,,,,,6146,wind,0,21494825,36034777
,,,,,9049,wind,0,21509113,36022045
,,,,,14620,wind,-2,21509113,36022045
,,,,,7542,solar,0,21985918,35682654
,,,,,6832,wind,0,22034894,35637501
,,,,,9233,wind,0,22063537,35612695
,,,,,11149,wind,0,22098606,35584113
,,,,,16054,wind,0,22123196,35563544
,,,,,2973,solar,0,22652441,35317983
,,,,,4740,solar,0,23123356,35113414
,,,,,3628,solar,0,23627996,34887812
,,,,,8631,wind,0,23699077,34828384
,,,,,18055,wind,0,23767542,34773422
,,,,,13221,wind,0,23789721,34755640
,,,,,13722,wind,0,23891218,34674672
,,,,,8228,wind,0,23956877,34619765
,,,,,16640,solar,0,24467597,34374340
,,,,,12753,wind,0,24491680,34355961
,,,,,10737,wind,0,24613545,34257445
,,,,,14246,wind,0,24617344,34254717
,,,,,9425,wind,0,24702973,34183116
,,,,,8050,wind,0,24709173,34178290
,,,,,5422,solar,0,25248488,33929742
,,,,,10924,wind,0,25309253,33880684
,,,,,11941,wind,0,25314219,33876898
,,,,,7632,wind,0,25356665,33839419
,,,,,10317,wind,0,25422773,33784630
,,,,,9048,wind,0,25434412,33774889
,,,,,12361,wind,0,25458337,33756636
,,,,,7744,wind,0,25495199,33724038
,,,,,10134,solar,0,25960509,33503159
,,,,,2649,wind,0,25987860,33477867
,,,,,6431,wind,0,26062154,33412463
,,,,,9049,wind,-2,26062154,33412463
,,,,,8040,wind,0,26093693,33386091
,,,,,8125,wind,0,26120803,33363421
,,,,,2839,wind,0,26155981,33330732
,,,,,12930,wind,0,26194315,33299825
,,,,,10221,wind,0,26259773,33245085
,,,,,15941,solar,0,26767358,33012368
,,,,,7235,wind,0,26836332,32953190
,,,,,6346,wind,0,26899826,32898715
,,,,,10948,wind,0,26945484,32863532
,,,,,5137,wind,0,27022259,32794392
,,,,,3643,wind,0,27056295,32763263
,,,,,6023,solar,0,27588770,32572235
,,,,,6238,solar,0,28067095,32429429
,,,,,7919,wind,0,28097112,32406303
,,,,,16960,wind,0,28236538,32306973
,,,,,6328,wind,-2,28236538,32306973
,,,,,5232,wind,0,28307362,32245268
,,,,,3628,solar,-2,28307362,32245268
,,,,,5635,wind,0,28382133,32184486
,,,,,6236,wind,0,28455287,32125007
,,,,,8629,wind,0,28486325,32101682
,,,,,2829,solar,0,28985075,31981704
,,,,,5940,wind,0,29115457,31875936
,,,,,4835,solar,0,29586182,31762625
,,,,,16737,solar,0,30106687,31621653
,,,,,14362,solar,0,30609712,31484024
,,,,,5231,wind,0,30627329,31467812
,,,,,10628,solar,0,31127409,31331306
,,,,,7638,wind,0,31263731,31220748
,,,,,8731,wind,0,31305241,31189568
,,,,,5061,wind,0,31353691,31148675
,,,,,7927,wind,0,31376514,31129761
,,,,,2650,wind,-2,31376514,31129761
,,,,,16256,wind,-2,31376514,31129761
,,,,,8927,wind,0,31407264,31106654
,,,,,8046,wind,0,31488706,31045460
,,,,,16034,wind,0,31521877,31021300
,,,,,5568,wind,0,31584649,30973297
,,,,,12740,wind,0,31626861,30943181
,,,,,15225,wind,0,31663870,30917313
,,,,,14829,wind,0,31684278,30903264
,,,,,9423,solar,0,32212288,30760553
,,,,,9543,wind,-2,32212288,30760553
,,,,,11153,wind,0,32235360,30745473
,,,,,12067,solar,0,32744560,30608671
,,,,,2538,solar,0,33240270,30491132
,,,,,3661,solar,0,33742060,30370108
,,,,,15549,solar,0,34235585,30231871
,,,,,12122,solar,0,34762360,30086023
,,,,,11056,wind,0,34785196,30071108
,,,,,13060,wind,0,34807466,30056585
,,,,,5323,wind,0,34849501,30022256
,,,,,12739,solar,0,35342076,29889456
,,,,,13761,solar,0,35843391,29747839
,,,,,13221,wind,-2,35843391,29747839
,,,,,2952,wind,0,35886801,29711120
,,,,,3952,wind,0,35907678,29693014
,,,,,11740,solar,0,36386763,29569645
,,,,,2754,wind,0,36423756,29539574
,,,,,8668,wind,0,36484445,29498464
,,,,,8451,wind,0,36509226,29481820
,,,,,15556,solar,0,37008261,29388208
,,,,,3070,solar,0,37528196,29300239
,,,,,15724,solar,0,38028561,29209620
,,,,,12146,wind,0,38073987,29178826
,,,,,5468,solar,0,38594777,29090424
,,,,,15050,wind,0,38627945,29069582
,,,,,14845,wind,0,38643180,29059738
,,,,,11245,wind,0,38684495,29031736
,,,,,12919,wind,0,38760862,28976930
,,,,,7939,solar,0,39225602,28892531
,,,,,13763,solar,0,39731762,28799632
,,,,,10734,wind,0,39769593,28774016
,,,,,14929,wind,0,39798147,28755195
,,,,,7333,wind,0,39819196,28738204
,,,,,12656,solar,0,40309491,28647056
,,,,,11921,wind,0,40373396,28603682
,,,,,13851,wind,0,40390090,28593521
,,,,,9834,solar,0,40858535,28504379
,,,,,14829,wind,-2,40858535,28504379
,,,,,8069,wind,0,40922760,28460868
,,,,,17953,wind,0,40972124,28427623
,,,,,15827,solar,0,41473439,28339047
,,,,,10439,solar,0,41945209,28281857
,,,,,14626,solar,0,42421824,28221449
,,,,,15934,wind,0,42454038,28200830
,,,,,10321,solar,0,42990408,28136216
,,,,,4833,wind,0,43107133,28042249
,,,,,15725,solar,0,43604933,27979756
,,,,,18055,solar,-2,43604933,27979756
,,,,,5720,wind,0,43636422,27958062
,,,,,3062,wind,0,43675654,27927278
,,,,,11847,solar,0,44153029,27868526
,,,,,10141,solar,0,44620334,27812205
,,,,,9330,solar,-2,44620334,27812205
,,,,,12148,wind,0,44644680,27797306
,,,,,8618,solar,0,45196535,27732840
,,,,,10827,solar,0,45701745,27669678
,,,,,4721,solar,0,46239920,27610056
,,,,,8317,wind,0,46280358,27583436
,,,,,14720,wind,0,46323328,27554809
,,,,,9645,wind,0,46361117,27529814
,,,,,6426,solar,0,46861672,27472314
,,,,,14844,wind,0,46875452,27464350
,,,,,3427,solar,0,47381992,27412568
,,,,,3058,wind,0,47410882,27389615
,,,,,12335,wind,0,47485782,27343104
,,,,,10115,solar,0,48038872,27277333
,,,,,7121,wind,0,48101524,27231298
,,,,,6565,wind,0,48147468,27200043
,,,,,3162,solar,0,48649163,27145576
,,,,,10535,wind,0,48799169,27046274
,,,,,5246,wind,0,48842553,27010835
,,,,,15336,solar,-2,48842553,27010835
,,,,,12939,solar,0,49337503,26949628
,,,,,7644,wind,0,49341162,26946518
,,,,,15449,wind,0,49356002,26938594
,,,,,3643,wind,-2,49356002,26938594
,,,,,2861,solar,0,49856177,26886555
,,,,,3130,wind,0,49884962,26862609
,,,,,5434,wind,0,49949313,26815325
,,,,,6138,wind,0,49989371,26785706
,,,,,12258,solar,0,50479571,26725994
,,,,,3143,wind,0,50539200,26677660
,,,,,2540,wind,0,50572007,26649177
,,,,,9961,wind,0,50602019,26630615
,,,,,8449,wind,0,50645977,26603280
,,,,,6330,wind,0,50696020,26566416
,,,,,4054,solar,0,51188785,26528864
,,,,,17850,wind,-2,51188785,26528864
,,,,,15860,solar,0,51704635,26496670
,,,,,6744,wind,0,51708758,26493175
,,,,,6664,wind,0,51747465,26468398
,,,,,13553,solar,0,52232820,26436029
,,,,,11338,wind,0,52268717,26415168
,,,,,10321,solar,-2,52268717,26415168
,,,,,12436,wind,0,52309308,26391532
,,,,,11335,wind,0,52372391,26354692
,,,,,9653,wind,0,52400870,26338235
,,,,,10029,wind,-2,52400870,26338235
,,,,,11041,wind,0,52493645,26283988
,,,,,5468,wind,-2,52493645,26283988
,,,,,15035,solar,0,52990590,26252589
,,,,,5937,wind,0,53041737,26216673
,,,,,8023,solar,0,53572787,26182657
,,,,,2839,wind,-2,53572787,26182657
,,,,,4831,wind,0,53691047,26091567
,,,,,10427,solar,0,54195307,26057143
,,,,,6528,wind,0,54257048,26013893
,,,,,10640,solar,0,54729958,25982455
,,,,,2762,solar,0,55232318,25953451
,,,,,6749,wind,0,55253780,25939663
,,,,,10618,solar,0,55799935,25905222
,,,,,17143,solar,0,56306475,25872411
,,,,,6667,wind,0,56353397,25842412
,,,,,10238,wind,0,56441393,25787509
,,,,,10921,solar,0,56972917,25753605
,,,,,4541,wind,0,57001084,25731098
,,,,,12248,wind,0,57006818,25728098
,,,,,8418,wind,0,57049400,25701670
,,,,,11134,wind,0,57165195,25633895
,,,,,5149,solar,0,57654825,25605609
2,92.2860656312618,-1993229.71199083,22,0.965,,,,,
,,,,,5447,wind,0,32093,57155406
,,,,,3031,wind,0,58658,57128841
,,,,,4425,wind,0,96670,57090829
,,,,,15961,wind,0,143699,57043800
,,,,,5136,wind,0,212559,56974940
,,,,,2253,wind,0,262058,56925441
,,,,,15126,wind,0,293291,56894208
,,,,,13145,solar,0,780071,56407428
,,,,,3561,solar,0,1281861,55905638
,,,,,3740,solar,0,1753441,55434058
,,,,,3620,solar,0,2287246,54900253
,,,,,3147,solar,0,2768231,54419268
,,,,,15133,wind,0,2787580,54399919
,,,,,8731,wind,0,2829090,54358409
,,,,,13919,wind,0,2863138,54324361
,,,,,14024,wind,0,2870027,54317472
,,,,,5338,solar,0,3340467,53847032
,,,,,3643,wind,0,3374502,53812997
,,,,,13155,solar,0,3860807,53326692
,,,,,2937,wind,0,3913524,53273975
,,,,,15256,wind,0,3954111,53233388
,,,,,12159,wind,0,3983091,53204408
,,,,,9330,solar,0,4464171,52723328
,,,,,8927,wind,0,4494920,52692579
,,,,,11952,solar,0,4972010,52215489
,,,,,13548,solar,0,5454135,51733364
,,,,,3259,solar,0,5951080,51236419
,,,,,3843,wind,0,5990116,51197383
,,,,,10937,wind,0,6068943,51118556
,,,,,10229,wind,0,6098149,51089350
,,,,,12830,solar,0,6591009,50596490
,,,,,2927,wind,0,6646894,50540605
,,,,,11225,wind,0,6723502,50463997
,,,,,5649,solar,0,7211042,49976457
,,,,,2973,solar,0,7740287,49447212
,,,,,8850,solar,0,8210822,48976677
,,,,,10535,wind,0,8360829,48826670
,,,,,4629,wind,0,8381676,48805823
,,,,,13440,solar,0,8873301,48314198
,,,,,10568,solar,0,9385351,47802148
,,,,,12134,wind,0,9403071,47784428
,,,,,15543,wind,0,9424499,47763000
,,,,,6832,solar,0,9877269,47310230
,,,,,14948,solar,0,10375544,46811955
,,,,,5160,solar,0,10875719,46311780
,,,,,10441,solar,0,11341124,45846375
,,,,,13224,wind,0,11515829,45671670
,,,,,4545,wind,0,11539324,45648175
,,,,,3723,wind,0,11583519,45603980
,,,,,10431,wind,0,11749739,45437760
,,,,,10849,wind,0,11813278,45374221
,,,,,5322,solar,0,12352498,44835001
,,,,,17541,wind,0,12391326,44796173
,,,,,7764,wind,0,12440792,44746707
,,,,,4839,wind,0,12472331,44715168
