Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,4459,solar,0,501600,56685899
,,,12761,solar,0,999495,56188004
,,,4933,wind,0,1018498,56169001
,,,5323,solar,1,1556008,55631491
,,,15961,wind,0,1603037,55584462
,,,17244,wind,0,1635316,55552183
,,,15226,solar,0,2108226,55079273
,,,14523,wind,0,2169188,55018311
,,,5336,wind,0,2234035,54953464
,,,11731,wind,0,2330215,54857284
,,,12548,wind,0,2395104,54792395
,,,4629,wind,0,2415950,54771549
,,,11649,wind,0,2452654,54734845
,,,2830,wind,0,2481161,54706338
,,,2758,wind,0,2520958,54666541
,,,14533,wind,0,2536143,54651356
,,,11833,wind,0,2592376,54595123
,,,2861,wind,0,2638764,54548735
,,,9424,solar,1,3161644,54025855
,,,14254,solar,0,3650799,53536700
,,,8720,wind,0,3696749,53490750
,,,3870,solar,1,4216968,52970531
,,,15022,solar,0,4709259,52478240
,,,15126,wind,0,4740491,52447008
,,,9127,wind,0,4810048,52377451
,,,13460,solar,0,5306898,51880601
,,,10336,wind,0,5400998,51786501
,,,13215,solar,1,5954943,51232556
,,,15354,solar,0,6450273,50737226
,,,12358,solar,0,6941328,50246171
,,,2951,wind,0,6978362,50209137
,,,8219,solar,1,7529932,49657567
,,,9963,wind,0,7565867,49621632
,,,4151,wind,0,7586700,49600799
,,,10022,wind,0,7637299,49550200
,,,15332,solar,0,8122749,49064750
,,,3522,solar,1,8652564,48534935
,,,15939,wind,0,8675565,48511934
,,,9032,wind,0,8709354,48478145
,,,4526,wind,0,8747715,48439784
,,,6237,wind,0,8813464,48374035
,,,8450,solar,0,9283049,47904450
,,,3723,wind,0,9327245,47860254
,,,15423,solar,0,9816685,47370814
,,,17143,solar,0,10323225,46864274
,,,15326,solar,0,10804590,46382909
,,,6230,wind,0,10828028,46359471
,,,5445,wind,0,10870268,46317231
,,,12424,wind,0,10932880,46254619
,,,3930,wind,0,10986563,46200936
,,,12048,wind,0,11049762,46137737
,,,14362,solar,0,11552787,45634712
,,,12634,wind,0,11568276,45619223
,,,11547,solar,0,12044891,45142608
,,,16137,wind,0,12073861,45113638
,,,15326,wind,-2,12073861,45113638
,,,10340,wind,0,12132225,45055274
,,,3030,wind,0,12160221,45027278
,,,5719,wind,0,12206263,44981236
,,,4120,wind,0,12256287,44931212
,,,16630,wind,0,12317973,44869526
,,,12334,wind,0,12341033,44846466
,,,2750,solar,0,12834748,44352751
,,,10236,solar,0,13309273,43878226
,,,10436,wind,0,13418935,43768564
,,,17651,wind,0,13438126,43749373
,,,4425,wind,0,13476137,43711362
,,,1757,solar,0,13980302,43207197
,,,7544,wind,0,13991794,43195705
,,,10229,wind,0,14021000,43166499
,,,15940,solar,0,14528110,42659389
,,,4053,wind,0,14555331,42632168
,,,4053,solar,-2,14555331,42632168
,,,5458,wind,0,14618059,42569440
,,,11530,wind,0,14788497,42399002
,,,5441,wind,0,14830444,42357055
,,,14922,wind,0,14852475,42335024
,,,8122,wind,0,14885471,42302028
,,,11755,solar,0,15368641,41818858
,,,11030,solar,0,15863971,41323528
,,,16859,solar,0,16357116,40830383
,,,8120,wind,0,16388031,40799468
,,,9849,wind,0,16445272,40742227
,,,12042,wind,0,16457970,40729529
,,,15436,wind,0,16477457,40710042
,,,4547,wind,0,16494644,40692855
,,,13440,solar,0,16986269,40201230
,,,4126,solar,1,17504874,39682625
,,,15861,solar,1,18023479,39164020
,,,2946,wind,0,18076658,39110841
,,,4338,wind,0,18110443,39077056
