Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,13560,solar,0,497609,56689890
,,,16444,wind,0,567213,56620286
,,,13560,solar,-9999999,567213,56620286
,,,11645,wind,0,634020,56553479
,,,13560,solar,-9999999,634020,56553479
,,,4444,wind,0,665418,56522081
,,,12860,solar,0,1161128,56026371
,,,2744,wind,0,1182052,56005447
,,,12133,wind,0,1226176,55961323
,,,3132,solar,0,1716756,55470743
,,,13560,solar,-9999999,1716756,55470743
,,,13560,solar,-9999999,1716756,55470743
,,,13560,solar,-9999999,1716756,55470743
,,,3871,solar,1,2239921,54947578
,,,13560,solar,-9999999,2239921,54947578
,,,2649,wind,0,2267272,54920227
,,,13560,solar,-9999999,2267272,54920227
,,,2744,wind,-9999999,2267272,54920227
,,,3871,solar,-9999999,2267272,54920227
,,,15556,wind,0,2292538,54894961
,,,11551,solar,0,2771908,54415591
,,,3132,solar,-9999999,2771908,54415591
,,,1756,wind,0,2816177,54371322
,,,12860,solar,-9999999,2816177,54371322
,,,12860,solar,-9999999,2816177,54371322
,,,13440,wind,0,2854679,54332820
,,,12133,wind,-9999999,2854679,54332820
,,,12133,wind,-9999999,2854679,54332820
,,,2537,wind,0,2880714,54306785
,,,16444,wind,-9999999,2880714,54306785
,,,6343,solar,0,3365974,53821525
,,,14057,wind,0,3394253,53793246
,,,5543,wind,0,3421472,53766027
,,,11645,wind,-9999999,3421472,53766027
,,,5031,wind,0,3455936,53731563
,,,4444,wind,-9999999,3455936,53731563
,,,5619,solar,1,4002946,53184553
,,,2861,wind,0,4049335,53138164
,,,9851,wind,0,4077326,53110173
,,,2649,wind,-9999999,4077326,53110173
,,,11551,solar,-9999999,4077326,53110173
,,,15556,wind,-9999999,4077326,53110173
,,,2536,solar,0,4572181,52615318
,,,15556,wind,-9999999,4572181,52615318
,,,16141,solar,0,5077961,52109538
,,,12443,wind,0,5085568,52101931
,,,7567,solar,0,5594483,51593016
,,,1756,wind,-9999999,5594483,51593016
,,,3644,wind,0,5629995,51557504
,,,1756,wind,-9999999,5629995,51557504
,,,7436,wind,0,5685729,51501770
,,,2537,wind,-9999999,5685729,51501770
,,,5543,wind,-9999999,5685729,51501770
,,,11149,wind,0,5720799,51466700
,,,15231,wind,0,5758511,51428988
,,,6343,solar,-9999999,5758511,51428988
,,,13535,wind,0,5792131,51395368
,,,17846,wind,0,5836959,51350540
,,,13440,wind,-9999999,5836959,51350540
,,,13919,wind,0,5871007,51316492
,,,12439,wind,0,5899710,51287789
,,,3538,wind,0,5938660,51248839
,,,6748,solar,0,6424300,50763199
,,,14057,wind,-9999999,6424300,50763199
,,,14057,wind,-9999999,6424300,50763199
,,,5619,solar,-9999999,6424300,50763199
,,,5619,solar,-9999999,6424300,50763199
,,,5619,solar,-9999999,6424300,50763199
,,,10922,wind,0,6528636,50658863
,,,5926,wind,0,6618787,50568712
,,,10340,solar,0,7088467,50099032
,,,4644,solar,0,7562232,49625267
,,,2861,wind,-9999999,7562232,49625267
,,,9847,wind,0,7587322,49600177
,,,2861,wind,-9999999,7587322,49600177
,,,2861,wind,-9999999,7587322,49600177
,,,5338,solar,0,8057762,49129737
,,,3144,wind,0,8095698,49091801
,,,14525,wind,0,8225982,48961517
,,,12443,wind,-9999999,8225982,48961517
,,,3230,solar,0,8721312,48466187
,,,15030,wind,0,8746679,48440820
,,,13824,wind,0,8816983,48370516
,,,12443,wind,-9999999,8816983,48370516
,,,9851,wind,-9999999,8816983,48370516
,,,10431,wind,0,8983203,48204296
,,,9851,wind,-9999999,8983203,48204296
,,,5031,wind,-9999999,8983203,48204296
,,,4120,wind,0,9033227,48154272
,,,5031,wind,-9999999,9033227,48154272
,,,5031,wind,-9999999,9033227,48154272
,,,7567,solar,-9999999,9033227,48154272
,,,7567,solar,-9999999,9033227,48154272
,,,17641,solar,1,9558577,47628922
,,,4342,wind,0,9585965,47601534
,,,6748,solar,-9999999,9585965,47601534
,,,2560,solar,0,10084525,47102974
,,,11226,solar,0,10591920,46595579
,,,6748,solar,-9999999,10591920,46595579
,,,14344,wind,0,10595757,46591742
,,,7436,wind,-9999999,10595757,46591742
,,,12748,solar,0,11083677,46103822
,,,16141,solar,-9999999,11083677,46103822
,,,3230,solar,-9999999,11083677,46103822
,,,17846,wind,-9999999,11083677,46103822
