Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,12643,wind,0,34288,57153211
,,,4638,wind,0,101951,57085548
,,,4439,wind,0,164563,57022936
,,,15430,wind,0,213303,56974196
,,,13061,wind,0,235225,56952274
,,,15828,wind,0,268493,56919006
,,,7742,wind,0,282562,56904937
,,,11025,wind,0,365388,56822111
,,,7768,solar,1,876203,56311296
,,,10635,solar,0,1354433,55833066
,,,12846,solar,0,1842163,55345336
,,,17843,solar,1,2363238,54824261
,,,14631,solar,0,2828738,54358761
,,,6446,wind,0,2857825,54329674
,,,9546,solar,0,3316200,53871299
,,,3831,wind,0,3368241,53819258
,,,14033,wind,0,3406064,53781435
,,,12335,wind,0,3480964,53706535
,,,16458,solar,0,3981424,53206075
,,,11243,solar,0,4456044,52731455
,,,5644,wind,0,4485538,52701961
,,,11041,wind,0,4578313,52609186
,,,5634,wind,0,4704669,52482830
,,,6041,solar,0,5186889,52000610
,,,14536,wind,0,5201225,51986274
,,,5325,solar,1,5726385,51461114
,,,15137,wind,0,5750647,51436852
,,,6735,wind,0,5803180,51384319
,,,14663,wind,0,5836083,51351416
,,,15323,wind,0,5870025,51317474
,,,8120,solar,1,6419600,50767899
,,,15952,wind,0,6505511,50681988
,,,6241,wind,0,6590202,50597297
,,,4047,wind,0,6603465,50584034
,,,11022,wind,0,6679918,50507581
,,,5848,wind,0,6732462,50455037
,,,5819,solar,1,7284222,49903277
,,,11932,wind,0,7350844,49836655
,,,15358,wind,0,7382717,49804782
,,,5830,wind,0,7513230,49674269
,,,4030,wind,0,7552162,49635337
,,,14135,solar,0,8022032,49165467
,,,7843,wind,0,8034938,49152561
,,,12650,wind,0,8086700,49100799
,,,2732,solar,0,8580890,48606609
,,,3640,solar,0,9053610,48133889
,,,11432,wind,0,9170742,48016757
,,,13245,solar,0,9657617,47529882
,,,13622,wind,0,9750204,47437295
,,,4728,wind,0,9819901,47367598
,,,10165,solar,0,10327771,46859728
,,,5144,wind,0,10341264,46846235
,,,10036,wind,0,10385880,46801619
,,,4155,solar,0,10881780,46305719
,,,7932,wind,0,10905873,46281626
,,,5534,wind,0,10964645,46222854
,,,4142,wind,0,10995054,46192445
,,,18353,solar,1,11519739,45667760
,,,9320,solar,1,12063519,45123980
,,,5335,wind,0,12126839,45060660
,,,12036,wind,0,12141873,45045626
,,,6256,wind,0,12180326,45007173
,,,15434,wind,0,12226123,44961376
,,,10148,wind,0,12284774,44902725
,,,2357,wind,0,12324820,44862679
,,,13416,wind,0,12387473,44800026
,,,13461,solar,0,12887078,44300421
,,,3541,solar,0,13361888,43825611
,,,18249,wind,0,13431536,43755963
,,,12219,wind,0,13495390,43692109
,,,5520,wind,0,13557135,43630364
,,,12742,wind,0,13625327,43562172
,,,13821,wind,0,13690454,43497045
,,,17947,solar,0,14190819,42996680
,,,3032,wind,0,14212622,42974877
,,,9126,wind,0,14264023,42923476
,,,10524,solar,1,14782818,42404681
,,,2252,solar,0,15283753,41903746
,,,8729,wind,0,15368097,41819402
,,,7625,solar,0,15874352,41313147
,,,9741,solar,0,16330542,40856957
,,,15456,wind,0,16350062,40837437
,,,14435,wind,0,16374591,40812908
,,,12450,wind,0,16393370,40794129
,,,10651,wind,0,16434759,40752740
,,,4745,wind,0,16443571,40743928
,,,15054,solar,0,16935766,40251733
,,,11749,wind,0,16981224,40206275
,,,6321,solar,1,17524624,39662875
,,,10843,wind,0,17567601,39619898
,,,17441,wind,0,17605235,39582264
,,,14334,wind,0,17672337,39515162
,,,12147,wind,0,17718154,39469345
,,,10239,wind,0,17797656,39389843
,,,6747,wind,0,17809090,39378409
,,,15354,wind,0,17840077,39347422
,,,4731,wind,0,17910524,39276975
,,,14042,solar,0,18399584,38787915
,,,16537,wind,0,18433277,38754222
,,,5649,wind,0,18485776,38701723
,,,8651,wind,0,18514635,38672864
,,,2853,wind,0,18538808,38648691
,,,12232,wind,0,18552067,38635432
,,,10840,solar,0,19022602,38164897
,,,2872,solar,1,19546907,37640592
,,,15842,wind,0,19575923,37611576
,,,9738,solar,0,20032493,37155006
,,,13045,wind,0,20056702,37130797
,,,3871,solar,0,20579867,36740246
,,,10241,wind,0,20672727,36655335
,,,3755,solar,0,21165777,36312685
,,,10245,solar,0,21636502,35976428
,,,5327,wind,0,21671959,35943728
,,,16358,wind,0,21705375,35915129
,,,4120,wind,0,21755399,35869910
,,,12749,wind,0,21803506,35829730
,,,12461,solar,0,22300926,35547944
,,,10543,wind,0,22376009,35485169
,,,10920,wind,0,22454563,35419474
,,,2251,wind,0,22487405,35389260
,,,4225,wind,0,22524509,35354829
,,,17455,solar,0,22983454,35134499
,,,10825,wind,0,23063332,35069985
,,,6648,solar,0,23547357,34852034
,,,12239,wind,0,23584746,34821900
,,,5422,solar,0,24124061,34573351
,,,4834,wind,0,24162070,34538104
,,,9348,wind,0,24196582,34509231
,,,5349,solar,0,24685927,34289739
,,,11157,wind,0,24716853,34266004
,,,12223,wind,0,24843799,34163370
,,,13117,solar,0,25392234,33899400
,,,13662,solar,0,25896114,33689204
,,,12751,wind,0,25936044,33660122
,,,6537,wind,0,25996433,33608293
,,,14931,wind,0,26031596,33581680
,,,11560,solar,0,26524171,33401982
,,,6667,solar,0,27045911,33219224
,,,1857,wind,0,27078903,33189871
,,,2652,wind,0,27105620,33165932
,,,9149,solar,0,27571500,32996816
,,,14133,wind,0,27608964,32968434
,,,8234,solar,0,28067149,32834521
,,,12848,solar,0,28554024,32702661
,,,11040,wind,0,28666699,32622018
,,,8245,wind,0,28722510,32580094
,,,14930,wind,0,28753226,32558718
,,,10124,wind,0,28809108,32516740
,,,12032,solar,0,29298928,32383387
,,,13616,solar,0,29849453,32233747
,,,8317,solar,0,30402828,32088878
,,,2745,solar,0,30895783,31973976
,,,4750,wind,0,30938756,31937622
,,,3258,wind,0,30971168,31909999
,,,11730,wind,0,31159713,31774798
,,,3638,wind,0,31189305,31748443
,,,2933,wind,0,31212406,31727594
,,,12358,solar,0,31703461,31594792
,,,12360,solar,0,32198221,31460988
,,,14640,wind,0,32210850,31452465
,,,17946,wind,0,32248085,31425359
,,,12948,solar,0,32733535,31293055
,,,17141,wind,0,32760991,31273112
,,,2058,wind,0,32805339,31234561
,,,12444,wind,0,32823572,31221740
,,,6337,wind,0,32879714,31176026
,,,15836,wind,0,32912043,31153501
,,,16033,solar,0,33410983,31017496
,,,10533,wind,0,33427898,31004787
,,,5620,wind,0,33460520,30979675
,,,12556,solar,0,33950150,30846590
,,,15056,solar,0,34444530,30707521
