Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,3429,solar,0,499509,56687990
,,,7948,wind,0,583392,56604107
,,,5940,wind,0,713773,56473726
,,,3748,wind,0,727439,56460060
,,,3841,solar,0,1199019,55988480
,,,8650,wind,0,1208505,55978994
,,,3527,solar,0,1715900,55471599
,,,5145,wind,0,1736359,55451140
,,,15926,wind,0,1774622,55412877
,,,3528,wind,0,1807429,55380070
,,,4429,wind,0,1845529,55341970
,,,4259,wind,0,1934540,55252959
,,,11340,wind,0,1981499,55206000
,,,15551,wind,0,1991883,55195616
