Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,14050,wind,-713,12335,57175164
,,,16540,solar,98197,513365,56674134
,,,15234,wind,-1340,526843,56660656
,,,5235,solar,90076,997758,56189741
,,,12531,wind,3370,1029882,56157617
,,,15840,wind,3103,1059566,56127933
,,,9449,wind,-608,1074915,56112584
,,,10349,wind,11114,1144363,56043136
,,,12747,wind,5238,1187583,55999916
,,,16061,wind,6344,1235187,55952312
,,,14231,wind,3069,1269833,55917666
,,,11751,wind,338,1291201,55896298
,,,10737,wind,23347,1413067,55774432
,,,16228,wind,7867,1464568,55722931
,,,14734,wind,-1672,1476956,55710543
,,,7739,wind,1261,1500392,55687107
,,,7436,wind,8172,1556126,55631373
