Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,7446,wind,0,4618,57182881
,,,15733,wind,0,43976,57143523
,,,10628,solar,1,544056,56643443
,,,9566,solar,1,1053256,56134243
,,,10342,wind,0,1125364,56062135
,,,10719,solar,1,1669239,55518260
,,,6330,wind,0,1719283,55468216
,,,15549,wind,0,1730166,55457333
,,,10930,solar,1,2224356,54963143
,,,6968,solar,1,2748471,54439028
,,,4022,solar,1,3280566,53906933
,,,13454,wind,0,3304605,53882894
,,,5624,solar,1,3835940,53351559
,,,3068,wind,0,3934795,53252704
,,,7941,wind,0,3952683,53234816
,,,11451,wind,0,3987365,53200134
,,,13451,solar,1,4470820,52716679
,,,3923,wind,0,4524873,52662626
,,,12444,wind,0,4543105,52644394
,,,12542,wind,0,4608795,52578704
,,,14017,solar,1,5153525,52033974
,,,11021,solar,1,5682865,51504634
,,,10934,wind,0,5778610,51408889
,,,18052,solar,1,6277170,50910329
,,,11934,wind,0,6321434,50866065
,,,17750,wind,0,6345947,50841552
