Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,5548,wind,0,65332,57122167
,,,4128,wind,0,113380,57074119
,,,11023,wind,0,210660,56976839
,,,11023,wind,-9999999,210660,56976839
,,,12638,wind,0,237469,56950030
,,,11023,wind,-9999999,237469,56950030
,,,10930,solar,0,731659,56455840
,,,11023,wind,-9999999,731659,56455840
,,,11023,wind,-9999999,731659,56455840
,,,3628,wind,0,767397,56420102
,,,3230,solar,0,1262727,55924772
,,,14852,wind,0,1281054,55906445
,,,14852,wind,-9999999,1281054,55906445
,,,14852,wind,-9999999,1281054,55906445
,,,14852,wind,-9999999,1281054,55906445
,,,14852,wind,-9999999,1281054,55906445
,,,2959,wind,0,1335338,55852161
,,,15431,wind,0,1373043,55814456
,,,15935,wind,0,1400006,55787493
,,,4821,wind,0,1445379,55742120
,,,7548,wind,0,1481112,55706387
