Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,8550,wind,0,21968,57165531
,,,3429,solar,0,521478,56666021
,,,2053,wind,0,586951,56600548
,,,14057,solar,0,1077816,56109683
,,,8019,wind,0,1109561,56077938
,,,5233,wind,0,1135204,56052295
,,,2923,wind,0,1184959,56002540
,,,3258,wind,0,1217371,55970128
,,,10440,wind,0,1304167,55883332
,,,2871,wind,0,1389271,55798228
,,,4919,wind,0,1437682,55749817
,,,18247,solar,1,1956762,55230737
,,,12555,wind,0,1984682,55202817
,,,15259,wind,0,2018594,55168905
,,,15255,wind,0,2066144,55121355
,,,16859,solar,0,2559289,54628210
,,,5668,solar,1,3080839,54106660
,,,15548,solar,0,3577879,53609620
,,,3058,wind,0,3606769,53580730
,,,11034,solar,0,4089749,53097750
