Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,15439,solar,0,505684,56681815
,,,7633,solar,0,965009,56222490
,,,7434,wind,0,1022883,56164616
,,,3739,wind,0,1083188,56104311
,,,2158,wind,0,1126669,56060830
,,,7124,wind,0,1152208,56035291
,,,16033,wind,0,1183205,56004294
,,,6847,solar,0,1664095,55523404
,,,9532,wind,0,1712743,55474756
,,,7222,wind,0,1736062,55451437
,,,14724,solar,0,2220752,54966747
,,,7467,wind,0,2264833,54922666
,,,10551,wind,0,2293674,54893825
,,,11027,wind,0,2348076,54839423
,,,14164,solar,0,2852336,54335163
,,,8049,wind,0,2874019,54313480
,,,5568,solar,1,3395284,53792215
,,,9536,wind,0,3546791,53640708
,,,5548,wind,0,3612124,53575375
,,,14259,wind,0,3643162,53544337
,,,4850,solar,0,4132412,53055087
,,,9422,solar,1,4665742,52521757
,,,14019,wind,0,4707569,52479930
,,,10349,wind,0,4777017,52410482
,,,3156,wind,0,4812057,52375442
,,,10352,wind,0,4849188,52338311
,,,17143,wind,0,4871169,52316330
,,,16030,wind,0,4905577,52281922
,,,5620,wind,0,4938199,52249300
,,,1857,wind,0,4971190,52216309
,,,10341,wind,0,5067897,52119602
,,,13257,wind,0,5091982,52095517
,,,17851,wind,0,5122468,52065031
,,,17545,wind,0,5153629,52033870
,,,12931,wind,0,5187060,52000439
,,,15734,solar,0,5678875,51508624
,,,10336,wind,0,5772975,51414524
,,,4459,solar,0,6274575,50912924
,,,15736,solar,0,6770950,50416549
,,,11033,wind,0,6991982,50195517
,,,2861,solar,0,7492157,49695342
,,,3255,wind,0,7521625,49665874
,,,12324,wind,0,7558838,49628661
,,,5036,solar,0,8030703,49156796
,,,10551,wind,-1,8030703,49156796
,,,14042,wind,0,8034910,49152589
,,,6136,wind,0,8095239,49092260
,,,11319,solar,1,8632084,48555415
,,,10746,solar,0,9107749,48079750
,,,14855,wind,0,9163570,48023929
,,,14540,solar,0,9658805,47528694
,,,12119,solar,1,10199355,46988144
,,,5321,solar,1,10740190,46447309
,,,11947,solar,0,11218610,45968889
,,,6850,wind,0,11234369,45953130
,,,5520,solar,1,11776059,45411440
,,,14660,solar,0,12280129,44907370
,,,11353,wind,0,12330691,44856808
,,,5970,wind,0,12411898,44775601
,,,5742,wind,0,12435572,44751927
,,,2539,wind,0,12464574,44722925
,,,10366,wind,0,12502094,44685405
,,,10422,wind,0,12558622,44628877
,,,11845,wind,0,12596529,44590970
,,,15432,solar,0,13082074,44105425
,,,15938,solar,0,13588139,43599360
,,,12958,solar,0,14080334,43107165
,,,14763,solar,1,14591624,42595875
,,,17545,wind,-1,14591624,42595875
,,,9125,wind,0,14621234,42566265
,,,10836,wind,0,14769220,42418279
,,,11457,wind,0,14785996,42401503
,,,12424,wind,0,14848608,42338891
,,,11360,solar,0,15342323,41845176
,,,15354,wind,0,15373311,41814188
,,,2730,wind,0,15400916,41786583
,,,17257,wind,0,15438556,41748943
,,,10251,wind,0,15456872,41730627
,,,7941,wind,0,15474760,41712739
,,,13262,solar,0,15975885,41211614
,,,7848,wind,0,16019791,41167708
,,,11934,wind,0,16064056,41123443
,,,15536,wind,0,16087023,41100476
,,,5728,wind,0,16139410,41048089
,,,5432,wind,0,16184340,41003159
,,,12740,solar,0,16674635,40512864
