Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,11755,solar,94268,483169,56704330
,,,11042,wind,9150,542629,56644870
,,,11833,wind,7973,598862,56588637
,,,3852,wind,1644,621835,56565664
,,,13453,solar,94787,1108425,56079074
,,,7249,wind,-2348,1113327,56074172
,,,5327,wind,4373,1148784,56038715
,,,13415,solar,109036,1701209,55486290
,,,3252,solar,95292,2189034,54998465
,,,12738,solar,96078,2682559,54504940
,,,15321,wind,7255,2732338,54455161
,,,5729,wind,3080,2764043,54423456
,,,2741,wind,1958,2788365,54399134
,,,9851,wind,2245,2816357,54371142
,,,9135,wind,15338,2901656,54285843
,,,7728,wind,2959,2930688,54256811
,,,16539,solar,99765,3438843,53748656
