Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,2931,solar,96362,494190,56693309
,,,9741,solar,87593,950380,56237119
,,,14049,wind,-1413,959532,56227967
,,,8533,wind,10599,1027121,56160378
,,,10339,wind,16809,1120329,56067170
,,,15942,wind,5416,1162904,56024595
,,,3522,wind,6884,1213606,55973893
,,,12237,wind,715,1234723,55952776
,,,8928,wind,4226,1269514,55917985
,,,13036,solar,97884,1769119,55418380
,,,2345,wind,4757,1806162,55381337
,,,10423,solar,102641,2329517,54857982
,,,12234,wind,-3824,2331058,54856441
,,,15655,wind,8469,2386195,54801304
,,,6747,wind,-1145,2397629,54789870
,,,16759,wind,8763,2454106,54733393
,,,3623,solar,104252,2981831,54205668
