Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,3330,wind,3555,33084,57154415
,,,12634,wind,-288,48573,57138926
,,,3740,wind,9017,108342,57079157
,,,2154,solar,98047,609752,56577747
,,,2435,solar,97051,1107077,56080422
,,,3030,solar,96324,1602597,55584902
,,,6144,wind,11494,1675593,55511906
,,,2556,wind,5142,1715449,55472050
,,,12052,wind,3578,1749669,55437830
,,,11816,solar,107853,2294589,54892910
,,,2822,solar,102319,2821364,54366135
,,,6649,solar,94824,3309189,53878310
,,,11132,wind,39136,3507071,53680428
,,,17257,solar,90903,3974946,53212553
,,,9130,solar,92282,4449091,52738408
,,,5019,solar,107047,4993536,52193963
,,,12860,wind,446,5012649,52174850
,,,11226,solar,98507,5520044,51667455
,,,9219,solar,107995,6066674,51120825
,,,15119,wind,10251,6129013,51058486
,,,4242,wind,4891,6171243,51016256
,,,6749,wind,1294,6192705,50994794
,,,14164,wind,6258,6236731,50950768
,,,14052,solar,94940,6724461,50463038
,,,15042,wind,-294,6741891,50445608
,,,10227,solar,97483,7244631,49942868
,,,6028,wind,22270,7363563,49823936
,,,12159,wind,2714,7392543,49794956
,,,3929,solar,98051,7892908,49294591
,,,12645,wind,10060,7957403,49230096
,,,3438,wind,3710,7989689,49197810
,,,5823,wind,12986,8064299,49123200
,,,11451,solar,92396,8542149,48645350
,,,12948,solar,94439,9027599,48159900
,,,7350,wind,1064,9048014,48139485
,,,14633,wind,-1585,9061353,48126146
,,,9550,wind,473,9081367,48106132
,,,13355,wind,3276,9111841,48075658
,,,5360,wind,5370,9153958,48033541
,,,2857,wind,2624,9184746,48002753
,,,6158,solar,96037,9678081,47509418
,,,5143,wind,1173,9706691,47480808
,,,13549,solar,93641,10187011,47000488
,,,5722,wind,5228,10227859,46959640
,,,7939,wind,689,10246572,46940927
,,,12261,wind,1073,10269157,46918342
,,,15237,wind,2617,10299721,46887778
,,,2554,wind,3850,10332643,46854856
,,,4128,wind,7178,10380690,46806809
,,,8125,wind,2536,10407801,46779698
,,,12621,wind,18664,10510502,46676997
,,,12533,wind,-812,10523610,46663889
,,,3144,solar,93198,11002980,46184519
,,,3460,wind,2980,11036355,46151144
,,,5649,wind,7420,11088854,46098645
,,,14440,wind,356,11109885,46077614
