Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,12146,solar,93369,483834,56703665
,,,13636,wind,8027,537123,56650376
,,,11640,solar,93223,1015543,56171956
,,,15242,wind,491,1034419,56153080
,,,2762,solar,98256,1536779,55650720
,,,3324,solar,102082,2059849,55127650
,,,3023,solar,102970,2584914,54602585
,,,8830,wind,-1406,2594102,54593397
,,,12534,wind,-439,2609347,54578152
,,,12721,wind,15078,2695749,54491750
,,,15523,solar,96914,3193074,53994425
,,,2758,wind,4626,3232871,53954628
,,,11651,wind,7490,3286329,53901170
,,,11634,wind,6575,3336206,53851293
,,,4844,wind,-603,3358432,53829067
,,,3138,wind,6741,3404497,53783002
,,,12943,wind,9572,3463590,53723909
