Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,10147,solar,0,469394,56718105
,,,9965,wind,0,516541,56670958
,,,15437,solar,0,1017286,56170213
,,,16341,wind,0,1092522,56094977
,,,10427,solar,0,1596782,55590717
,,,12642,wind,0,1656978,55530521
,,,9927,solar,0,2157818,55029681
,,,3138,solar,0,2637473,54550026
,,,14954,wind,0,2691463,54496036
,,,9834,solar,0,3159908,54027591
,,,4935,wind,0,3229568,53957931
,,,15029,solar,0,3707133,53480366
,,,12622,wind,0,3792529,53394970
,,,10724,wind,0,3847077,53340422
,,,3727,wind,0,3881456,53306043
,,,13460,wind,0,3907561,53279938
,,,2731,solar,0,4403081,52784418
