Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,3025,solar,1,514805,56672694
,,,7939,solar,1,979545,56207954
,,,16039,solar,1,1485990,55701509
,,,17656,wind,0,1529130,55658369
,,,12831,wind,0,1561631,55625868
,,,9249,solar,1,2020956,55166543
,,,7119,wind,0,2055644,55131855
,,,8349,wind,0,2107706,55079793
,,,10931,solar,1,2596576,54590923
,,,11547,solar,1,3073191,54114308
,,,7346,wind,0,3073191,54114308
,,,13060,wind,0,3095462,54092037
,,,4628,solar,1,3601052,53586447
,,,4751,solar,1,4093247,53094252
,,,3147,solar,1,4574232,52613267
,,,5850,wind,0,4616926,52570573
,,,10218,solar,1,5164886,52022613
,,,3040,wind,0,5189133,51998366
,,,10733,wind,0,5289593,51897906
,,,6932,solar,1,5742078,51445421
,,,4832,wind,1,5881057,51306442
,,,17952,solar,1,6368502,50818997
,,,10441,wind,0,6438215,50749284
,,,4938,wind,0,6466666,50720833
,,,7543,wind,0,6478733,50708766
,,,14545,wind,0,6482586,50704913
,,,3361,wind,0,6515740,50671759
,,,2254,wind,0,6566304,50621195
,,,10542,wind,0,6627181,50560318
,,,6330,wind,0,6677225,50510274
,,,15433,wind,0,6719260,50468239
,,,6934,solar,1,7167185,50020314
,,,5229,wind,0,7235233,49952266
,,,10429,wind,1,7384701,49802798
,,,12740,solar,1,7874996,49312503
,,,9953,wind,0,7885739,49301760
,,,11966,solar,1,8393514,48793985
,,,10642,wind,0,8503633,48683866
,,,16630,wind,0,8565319,48622180
,,,8639,wind,0,8594361,48593138
,,,10319,wind,0,8650524,48536975
,,,6426,wind,0,8692731,48494768
,,,11243,solar,1,9167351,48020148
,,,13349,wind,0,9218299,47969200
,,,6321,wind,0,9262703,47924796
