Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,3155,wind,0,35876,57151623
,,,10643,wind,0,121496,57066003
,,,16334,solar,0,632691,56554808
,,,12319,wind,0,700444,56487055
,,,11553,wind,0,723364,56464135
,,,8126,wind,0,748341,56439158
,,,12136,wind,0,760063,56427436
,,,5437,solar,0,1224518,55962981
,,,5919,solar,0,1778273,55409226
,,,2528,solar,0,2280728,54906771
,,,5449,wind,0,2324687,54862812
,,,2870,wind,0,2412300,54775199
,,,12022,wind,0,2463351,54724148
,,,3656,solar,0,2957826,54229673
,,,3331,solar,0,3450306,53737193
