Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,9536,wind,29904,151507,57035992
,,,3733,wind,4038,185282,57002217
,,,2954,wind,5676,229506,56957993
,,,12942,wind,7000,276906,56910593
,,,2052,wind,10778,343445,56844054
,,,6238,solar,92267,821770,56365729
,,,7625,solar,99347,1328025,55859474
,,,15832,wind,4126,1362443,55825056
,,,7719,solar,108793,1911638,55275861
,,,10059,solar,97040,2409533,54777966
,,,7532,wind,3934,2442998,54744501
,,,11855,solar,94038,2925123,54262376
,,,14536,wind,-1488,2939459,54248040
,,,3620,solar,104565,3473264,53714235
,,,13535,solar,96609,3967074,53220425
,,,3025,solar,100045,4481879,52705620
,,,6144,wind,11494,4554876,52632623
