Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,13719,wind,0,114803,57072696
,,,3621,wind,0,166963,57020536
,,,2555,wind,0,205094,56982405
,,,5545,wind,0,256550,56930949
,,,2555,wind,-2,256550,56930949
,,,2555,wind,-2,256550,56930949
,,,9466,solar,0,765750,56421749
,,,2555,wind,-2,765750,56421749
,,,7332,wind,0,815057,56372442
,,,14553,wind,0,834285,56353214
,,,14634,solar,0,1312610,55874889
,,,3060,wind,0,1357592,55829907
,,,5718,solar,1,1905932,55281567
,,,2555,wind,-2,1905932,55281567
,,,2555,wind,-2,1905932,55281567
,,,4947,wind,0,1957856,55229643
,,,2555,wind,-2,1957856,55229643
,,,3254,wind,0,1999522,55187977
,,,14634,solar,-2,1999522,55187977
,,,16229,solar,1,2515752,54671747
,,,16632,wind,0,2563509,54623990
,,,14829,solar,0,3035564,54151935
,,,13059,wind,0,3057233,54130266
,,,18051,wind,0,3096413,54091086
,,,10148,solar,0,3564763,53622736
,,,16229,solar,-2,3564763,53622736
,,,4743,wind,0,3576622,53610877
,,,5270,wind,0,3662238,53525261
,,,14634,solar,-2,3662238,53525261
,,,2862,solar,0,4164503,53022996
,,,5718,solar,-2,4164503,53022996
,,,16544,wind,0,4260094,52927405
,,,5323,solar,1,4797604,52389895
,,,15326,wind,0,4841476,52346023
,,,4237,wind,0,4913420,52274079
,,,11443,wind,0,4964998,52222501
,,,3254,wind,-2,4964998,52222501
