Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,12249,wind,0,48908,57138591
,,,5630,wind,0,87471,57100028
,,,10532,wind,0,152797,57034702
,,,13864,wind,0,187318,57000181
,,,12740,wind,0,229529,56957970
,,,9748,wind,0,255483,56932016
,,,8530,wind,0,293914,56893585
,,,10532,wind,-9999999,293914,56893585
,,,5338,wind,0,336098,56851401
,,,10532,wind,-9999999,336098,56851401
,,,8028,wind,0,400099,56787400
,,,15658,solar,0,906639,56280860
,,,3353,wind,0,945382,56242117
,,,10532,wind,-9999999,945382,56242117
,,,13024,wind,0,1002017,56185482
,,,10532,wind,-9999999,1002017,56185482
,,,12423,wind,0,1043822,56143677
,,,3353,wind,-9999999,1043822,56143677
,,,8530,wind,-9999999,1043822,56143677
,,,12249,wind,-9999999,1043822,56143677
,,,13245,solar,0,1530697,55656802
,,,10140,solar,0,1998192,55189307
,,,14846,wind,0,2010937,55176562
,,,14234,solar,0,2479287,54708212
,,,8028,wind,-9999999,2479287,54708212
,,,15223,wind,0,2583590,54603909
,,,5630,wind,-9999999,2583590,54603909
,,,5630,wind,-9999999,2583590,54603909
,,,5338,wind,-9999999,2583590,54603909
,,,13024,wind,-9999999,2583590,54603909
,,,2252,wind,0,2621610,54565889
,,,15658,solar,-9999999,2621610,54565889
,,,15658,solar,-9999999,2621610,54565889
,,,12740,wind,-9999999,2621610,54565889
,,,13864,wind,-9999999,2621610,54565889
,,,3620,wind,0,2671224,54516275
,,,13634,wind,0,2749435,54438064
,,,9748,wind,-9999999,2749435,54438064
,,,12423,wind,-9999999,2749435,54438064
,,,12423,wind,-9999999,2749435,54438064
,,,12423,wind,-9999999,2749435,54438064
,,,3930,wind,0,2803118,54384381
,,,10140,solar,-9999999,2803118,54384381
,,,10140,solar,-9999999,2803118,54384381
,,,5436,solar,0,3267953,53919546
,,,14550,wind,0,3283986,53903513
,,,11551,solar,0,3763356,53424143
,,,13245,solar,-9999999,3763356,53424143
,,,13245,solar,-9999999,3763356,53424143
,,,13245,solar,-9999999,3763356,53424143
,,,12760,solar,0,4258971,52928528
,,,14846,wind,-9999999,4258971,52928528
,,,2837,solar,0,4745846,52441653
,,,6142,wind,0,4816045,52371454
,,,14846,wind,-9999999,4816045,52371454
,,,14846,wind,-9999999,4816045,52371454
,,,14846,wind,-9999999,4816045,52371454
,,,14234,solar,-9999999,4816045,52371454
,,,14234,solar,-9999999,4816045,52371454
