Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,16062,wind,0,55172,57132327
,,,4359,wind,0,127641,57059858
,,,17847,wind,0,156572,57030927
,,,13621,wind,0,232648,56954851
,,,14751,wind,0,285249,56902250
,,,14334,wind,0,352351,56835148
,,,15727,wind,0,380554,56806945
,,,14450,wind,0,398518,56788981
,,,3870,solar,1,918738,56268761
,,,2928,solar,0,1419388,55768111
,,,10843,wind,0,1462366,55725133
,,,14523,wind,0,1523327,55664172
,,,6667,solar,1,2045067,55142432
,,,7232,wind,0,2126599,55060900
,,,10339,wind,0,2219807,54967692
,,,5442,wind,0,2255718,54931781
,,,5246,wind,0,2299102,54888397
,,,2737,wind,0,2323057,54864442
,,,12838,solar,0,2817912,54369587
,,,3152,solar,0,3306877,53880622
