Episode,Total Reward,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,15042,wind,0,17429,57170070
,,,5455,solar,1,509624,56677875
,,,4151,solar,1,997544,56189955
,,,7548,wind,0,1033277,56154222
,,,13315,wind,0,1111394,56076105
,,,6447,solar,1,1594089,55593410
,,,7768,wind,0,1644010,55543489
,,,14546,wind,0,1650397,55537102
,,,7135,wind,0,1676280,55511219
,,,17641,solar,1,2201630,54985869
,,,10451,wind,0,2267256,54920243
,,,16160,wind,0,2308744,54878755
,,,10940,wind,0,2392457,54795042
,,,3546,solar,1,2868787,54318712
,,,11243,wind,0,2921576,54265923
,,,11446,wind,0,2963402,54224097
,,,11046,wind,0,3041880,54145619
,,,1857,wind,0,3074871,54112628
,,,10956,wind,0,3095655,54091844
,,,15941,wind,0,3126291,54061208
,,,12646,wind,0,3166433,54021066
,,,13560,wind,0,3192570,53994929
,,,3170,wind,0,3283225,53904274
,,,4950,wind,0,3340044,53847455
,,,17657,solar,1,3828344,53359155
,,,2435,solar,1,4325669,52861830
,,,2950,wind,0,4350418,52837081
,,,13462,solar,1,4852683,52334816
,,,11826,wind,1,5000409,52187090
,,,9647,wind,0,5021017,52166482
,,,10931,wind,0,5079532,52107967
,,,13749,wind,0,5093316,52094183
,,,2353,wind,0,5143881,52043618
,,,5430,wind,0,5172948,52014551
,,,7851,wind,0,5191905,51995594
,,,4154,wind,0,5217898,51969601
,,,2762,solar,1,5720258,51467241
