Episode,Total Reward,Total Cost,Invalid Actions,Epsilon,Cell Index,Action Type,Reward,Energy Output,Unmet Demand
,,,,,3130,solar,0,29985672,32069237
,,,,,9026,wind,0,30059437,32013818
,,,,,4342,wind,0,30086825,31989337
,,,,,11445,wind,0,30147561,31945952
,,,,,2438,wind,0,30175192,31920397
,,,,,12739,solar,0,30667767,31787596
,,,,,8739,wind,0,30739610,31733616
,,,,,11034,wind,0,30881566,31631938
,,,,,12137,wind,0,30885271,31629613
,,,,,15244,solar,0,31390291,31489597
,,,,,11035,wind,0,31524945,31393161
,,,,,14927,wind,0,31558036,31370093
,,,,,14727,wind,0,31587115,31349870
,,,,,3740,solar,0,32058695,31237536
,,,,,11645,wind,0,32125501,31189781
,,,,,9738,wind,0,32270758,31080655
,,,,,3268,solar,0,32787368,30951908
,,,,,6649,solar,0,33275193,30830497
,,,,,14136,wind,0,33275743,30830274
,,,,,6439,wind,0,33307309,30804360
,,,,,9025,solar,-2,33307309,30804360
,,,,,10645,wind,0,33352117,30772388
,,,,,6739,wind,0,33363071,30762958
,,,,,13415,wind,0,33445311,30701285
,,,,,3168,wind,0,33543059,30619190
,,,,,10920,solar,0,34081519,30474426
,,,,,3841,solar,0,34553099,30368993
,,,,,8850,wind,0,34578689,30351797
,,,,,13952,wind,0,34607857,30333550
,,,,,6540,wind,0,34687750,30270837
,,,,,3330,wind,0,34720835,30242274
,,,,,9742,wind,0,34728862,30236465
,,,,,14743,wind,0,34738057,30230707
,,,,,13616,wind,0,34816895,30174559
,,,,,14017,wind,0,34861186,30143007
,,,,,2841,wind,0,34883492,30123306
,,,,,15327,wind,0,34929958,30092478
,,,,,15224,wind,0,34972796,30064081
,,,,,8246,solar,0,35447606,29976368
,,,,,9324,wind,0,35490029,29945980
,,,,,11746,wind,0,35536232,29914658
,,,,,6421,solar,0,36078112,29820035
,,,,,14434,wind,0,36101859,29804456
,,,,,3068,solar,0,36618470,29717049
,,,,,15547,wind,0,36643038,29700914
,,,,,16256,wind,0,36669048,29683525
,,,,,9959,wind,0,36699531,29662969
,,,,,4259,wind,0,36788542,29591357
,,,,,6022,solar,0,37327667,29495796
,,,,,3656,solar,0,37822142,29414271
,,,,,9849,wind,0,37879384,29375492
,,,,,13637,wind,0,37907977,29356644
,,,,,4819,wind,0,37955583,29320465
,,,,,15721,wind,0,38038254,29265465
,,,,,8049,wind,0,38059937,29250926
,,,,,3772,solar,0,38585477,29163074
,,,,,17643,wind,0,38632728,29130321
,,,,,10827,solar,0,39137938,29034345
,,,,,5748,wind,0,39177776,29002838
,,,,,12636,solar,0,39670921,28912199
,,,,,4750,wind,0,39713893,28877367
,,,,,15148,wind,0,39739387,28860605
,,,,,2662,solar,0,40242412,28775624
,,,,,13819,solar,0,40770232,28677227
,,,,,13951,wind,0,40789210,28665599
,,,,,5828,wind,0,40830579,28632908
,,,,,10165,solar,0,41338449,28541291
,,,,,4343,wind,0,41380291,28505502
,,,,,15531,wind,0,41411068,28485195
,,,,,10331,wind,0,41496269,28424175
,,,,,10645,solar,-2,41496269,28424175
,,,,,15123,solar,0,41981434,28336518
,,,,,6442,solar,0,42466789,28283986
,,,,,15733,solar,0,42958509,28222652
,,,,,13919,wind,0,42992556,28199979
,,,,,7750,wind,0,43039619,28167965
,,,,,8028,wind,0,43103621,28125596
,,,,,6439,wind,-2,43103621,28125596
,,,,,10124,solar,0,43623841,28061203
,,,,,12221,solar,0,44156981,27994680
,,,,,1756,solar,0,44661906,27942581
,,,,,10432,wind,0,44782434,27862804
,,,,,16737,solar,0,45302939,27798800
,,,,,13531,wind,0,45396064,27742188
,,,,,11250,wind,0,45436334,27719387
,,,,,9834,solar,0,45904779,27662595
,,,,,12716,wind,0,45988092,27606651
,,,,,9445,wind,0,45991460,27604402
,,,,,12249,wind,0,46040369,27576566
,,,,,6363,solar,0,46541779,27519774
,,,,,4438,wind,0,46579350,27488928
,,,,,2856,wind,0,46613911,27461689
,,,,,15641,solar,0,47121116,27398361
,,,,,3030,wind,0,47149113,27375037
,,,,,13119,wind,0,47247607,27308877
,,,,,1958,wind,0,47296801,27268923
,,,,,15537,wind,0,47322299,27253691
,,,,,15355,wind,0,47344045,27241696
,,,,,4039,wind,0,47380583,27211663
,,,,,4525,wind,0,47439411,27163963
,,,,,12443,wind,0,47447018,27159621
,,,,,5141,wind,0,47493031,27122108
,,,,,6941,wind,0,47498531,27117503
,,,,,8717,solar,0,48051336,27052542
,,,,,3433,wind,0,48095205,27016720
,,,,,6737,wind,0,48113280,27003005
,,,,,18251,wind,0,48184209,26959059
,,,,,9734,wind,0,48216868,26937446
,,,,,10954,solar,0,48700513,26879505
,,,,,16539,solar,0,49208668,26816572
,,,,,8022,solar,0,49746938,26767623
,,,,,9248,solar,0,50203983,26739152
,,,,,4441,wind,0,50260868,26694950
,,,,,14430,wind,0,50306176,26669206
,,,,,12830,solar,0,50799036,26636335
,,,,,5723,wind,0,50845012,26604022
,,,,,3032,wind,0,50866815,26586255
,,,,,12924,wind,0,50912991,26559341
,,,,,5325,solar,0,51438151,26528309
,,,,,16043,solar,0,51944501,26496269
,,,,,1556,wind,0,51990975,26460652
,,,,,6241,wind,0,52075666,26401406
,,,,,9828,wind,0,52113183,26378005
,,,,,12839,wind,0,52174783,26342039
,,,,,3241,solar,0,52652918,26314177
,,,,,14633,wind,-2,52652918,26314177
,,,,,15359,wind,0,52686369,26296460
,,,,,13051,wind,0,52699526,26290093
,,,,,12739,solar,-2,52699526,26290093
,,,,,15355,wind,-2,52699526,26290093
,,,,,6227,wind,0,52757642,26249339
,,,,,15051,wind,-2,52757642,26249339
,,,,,9741,wind,0,52826602,26206312
,,,,,14759,solar,0,53329437,26172873
,,,,,6421,solar,-2,53329437,26172873
,,,,,15934,wind,0,53361650,26153484
,,,,,2858,wind,0,53383403,26136897
,,,,,15556,wind,0,53408669,26123696
,,,,,10351,wind,0,53421218,26116666
,,,,,5619,solar,0,53968228,26084720
,,,,,6438,wind,0,54009166,26055860
,,,,,3528,solar,0,54512666,26027059
,,,,,10127,wind,0,54564856,25994502
,,,,,11735,solar,0,55052111,25962562
,,,,,15960,solar,0,55568436,25930339
,,,,,10632,wind,0,55606104,25908426
,,,,,12959,wind,0,55625489,25898617
,,,,,13030,wind,0,55660900,25878044
,,,,,16436,solar,0,56171335,25846095
,,,,,3161,wind,0,56211395,25816424
,,,,,3144,wind,0,56249332,25786591
,,,,,8518,wind,0,56291515,25760415
,,,,,10127,wind,-2,56291515,25760415
,,,,,10927,solar,0,56797865,25726138
,,,,,12235,wind,0,56812566,25717824
,,,,,4944,wind,-2,56812566,25717824
,,,,,17951,solar,0,57300486,25686129
1,89.18400815419629,-1963959.4019312337,16,1,,,,,
,,,,,3473,solar,0,529910,56657589
,,,,,3627,wind,0,567298,56620201
