Episode,Step,Action Type,Reward,Energy Output,Unmet Demand
1,47,wind,0.12913629884178052,9777161.85232544,47410338.14767456
1,48,wind,0.09030149714635918,9833787.093799591,47353712.90620041
1,49,wind,0.1438712320794072,9916727.333003998,47270772.666996
1,50,wind,0.053737640614053235,9957955.00006485,47229544.99993515
1,51,solar,1.0892691473718756,10510759.97795868,46676740.02204132
1,52,wind,0.076975440846337,10564492.972259521,46623007.02774048
1,53,solar,0.9576931467947387,11055547.986392975,46131952.013607025
1,54,wind,0.009168183037154377,11077579.301963806,46109920.698036194
1,55,wind,0.047346965115489435,11114679.7561512,46072820.2438488
1,56,wind,0.004318459918354638,11132221.798885345,46055278.201114655
1,57,wind,0.03975331314519979,11165870.593086243,46021629.40691376
1,58,wind,0.11134892375080613,11233285.207027435,45954214.792972565
1,59,wind,0.1680937758397311,11326492.935554504,45861007.064445496
1,60,solar,0.9165201412138436,11798832.947151184,45388667.052848816
1,61,solar,0.9343236007972714,12278202.947513582,44909297.05248642
1,62,solar,0.8677846314022923,12729452.94751358,44458047.05248642
1,63,wind,0.06717637899653986,12777782.710403442,44409717.28959656
1,64,solar,0.917356411845074,13254017.711490631,43933482.28850937
1,65,wind,0.03960434310735669,13287598.792037964,43899901.207962036
1,66,solar,0.9332785768791195,13766493.781528473,43421006.21847153
1,67,solar,0.9734065585418697,14263628.762683868,42923871.23731613
1,68,wind,-0.021253397490461356,14271049.825685501,42916450.1743145
1,69,wind,0.04056456588110421,14305067.37112999,42882432.62887001
1,70,wind,0.13253444420370739,14380889.406721115,42806610.593278885
1,71,solar,1.0045475936218258,14892179.403821947,42295320.596178055
1,72,wind,0.10371355396335478,14955060.902269365,42232439.09773064
1,73,solar,0.9679341021475243,15450770.896108627,41736729.10389137
1,74,wind,0.017557847169656308,15482745.356313705,41704754.643686295
1,75,wind,0.052797483263006435,15523385.811613083,41664114.18838692
1,76,wind,0.1217260439759912,15598285.67801857,41589214.32198143
1,77,solar,0.9550145960136457,16087060.67620659,41100439.32379341
1,78,wind,0.16131966491797006,16178091.888757708,41009408.111242294
1,79,wind,0.042201826822371225,16214818.76193619,40972681.23806381
1,80,solar,0.9660531388220284,16709673.77244568,40477826.22755432
1,81,wind,0.17419788553897292,16805656.09629059,40381843.90370941
1,82,wind,0.028531034835423342,16835266.347759247,40352233.65224075
1,83,wind,0.052999894852070135,16874776.44795227,40312723.55204773
1,84,wind,0.13118190909030847,16950143.562366486,40237356.437633514
1,85,solar,0.9993225736900326,17459058.55040741,39728441.44959259
1,86,solar,1.0463091021475242,17990393.544246674,39197106.45575333
1,87,wind,0.058714801907455545,18034003.921281815,39153496.078718185
1,88,wind,-0.0008042299101362005,18049217.468639374,39138282.531360626
1,89,wind,-0.012689351249034517,18061233.60759735,39126266.39240265
1,90,solar,0.9035236321995593,18528728.607959747,38658771.39204025
1,91,wind,0.04946376200977713,18569076.095790863,38618423.90420914
1,92,wind,0.08546042110448702,18627910.68711853,38559589.31288147
1,93,wind,0.12162814180777408,18700900.29825592,38486599.70174408
1,94,solar,0.9108069591041421,19175710.312026978,38011789.68797302
1,95,solar,0.9444321808572905,19662680.30514145,37524819.69485855
1,96,solar,0.7986581014224049,20161715.284484863,37104990.84484941
1,97,solar,0.6510466581899114,20646500.300067898,36752258.10540049
1,98,wind,0.02303142960003577,20681569.898120876,36721458.55482142
1,99,wind,0.021190008974052033,20710680.495742798,36695185.13328974
1,100,wind,0.06592456551570446,20764655.571628567,36644540.34954111
1,101,solar,0.6793589620169299,21263500.564743042,36280000.87394303
1,102,wind,0.1215115119892545,21348192.078243256,36203859.08115357
1,103,wind,0.12080489388956223,21426575.54994583,36130363.47570771
1,104,wind,0.04066372157568578,21463826.896072388,36096300.85949296
1,105,wind,0.11049341677679214,21536591.81193924,36030497.472732246
1,106,solar,0.5175278465907928,22032491.792007446,35740580.08791825
1,107,solar,0.4146619306489872,22558031.798168182,35496357.444760144
1,108,solar,0.4461537436558446,23095731.783672333,35237820.34114437
1,109,solar,0.39047208173755554,23593816.786571503,34999467.52487816
1,110,wind,0.02592007149112411,23627984.98393631,34971946.700281754
1,111,wind,0.02970953964008484,23664536.89590454,34939032.385176316
1,112,wind,0.02594298208398279,23705141.61164856,34903161.07128014
1,113,wind,-0.02475314411677886,23711068.17155838,34898753.460261
1,114,wind,0.05546967998236883,23760633.911491394,34856898.37008919
1,115,wind,0.031228883115164936,23800566.146551132,34819911.87608971
1,116,solar,0.40764347398433837,24288391.168294907,34579941.93336955
1,117,wind,0.07332572809358594,24345594.66011238,34529530.35873881
1,118,wind,0.0353792062097555,24390147.71305275,34490219.84634867
1,119,wind,-0.013366811007931828,24405544.06005287,34478180.88934794
1,120,solar,0.39042322533570695,24891089.06585121,34244975.839514054
1,121,solar,0.3631402441025339,25385089.0477314,34022229.454015374
1,122,wind,0.14066574281672015,25478059.449907303,33938621.269658685
1,123,wind,0.012503725693784655,25506427.175998688,33917198.784061074
1,124,wind,0.016374464283809065,25536652.12374878,33890989.260753274
1,125,wind,0.10903266209375113,25627437.81949997,33820938.37334788
1,126,wind,0.03313156390814111,25662894.412706375,33790299.46516383
1,127,solar,0.291616984245535,26206864.39676094,33599708.9385162
1,128,wind,0.04864614752475172,26258131.15369606,33560795.586495936
1,129,wind,0.015309332931861281,26290958.501363754,33535972.83915478
1,130,wind,0.04565879677542485,26332084.35124588,33498577.241349757
1,131,wind,0.14207449830159544,26436180.17798996,33418258.950021327
1,132,solar,0.27875017011329534,26945095.166030884,33236876.872697096
1,133,wind,0.03477884472552687,26986093.095741272,33204266.840131026
1,134,solar,0.26180452717646024,27488358.112773895,33029084.735961147
1,135,solar,0.21976902364294976,27963548.099002838,32872387.284942664
1,136,wind,0.07215563030371443,28027917.067466736,32824010.164760627
1,137,solar,0.11049236150134355,28492372.061668396,32710608.966627814
1,138,solar,0.1749831165015418,28984662.076889038,32576393.731854387
1,139,wind,-0.023899795917896555,28993135.08906746,32570615.676182695
1,140,solar,0.1569303135123849,29511360.081819534,32443543.76808667
1,141,wind,0.0375285342084337,29556977.82196617,32410906.23703885
1,142,wind,0.010699660868626087,29585650.193258286,32386373.544476748
1,143,wind,-0.007544834851315245,29601409.553707123,32374223.908456087
1,144,wind,0.042994485506089405,29652090.287132263,32332913.8022511
1,145,solar,0.16368013257492334,30162715.287132263,32203836.28744432
1,146,wind,0.011406731782546267,30192019.621393204,32178778.132357802
1,147,solar,0.1614367432855349,30675189.618131638,32049657.847092174
1,148,solar,0.12310329458727501,31149999.631902695,31936648.543284964
1,149,wind,0.03194399673256092,31192115.850984573,31904424.452636313
1,150,solar,0.12767804862990045,31674905.82996559,31786335.68552871
1,151,wind,0.02510706778941676,31711543.03725624,31756339.091946557
1,152,wind,0.028602462796531617,31746417.456655502,31727758.86608596
1,153,wind,0.010521088237520307,31773528.014680862,31707397.446843103
1,154,wind,0.04846240164877847,31823571.80876732,31666602.49746032
1,155,solar,0.18207289252889342,32311681.809854507,31529164.637219917
1,156,wind,-0.02080032866444439,32327599.271173477,31518302.998809345
1,157,wind,-0.003242433990361169,32349267.737873077,31504197.726033695
1,158,wind,0.13567151314736345,32441014.1901474,31427109.61752463
1,159,wind,0.03641277654378675,32489231.14880371,31392694.395814426
1,160,wind,0.03861283047216944,32535180.449314117,31358501.509965427
1,161,wind,0.04357917999014258,32581222.25266266,31323113.685380466
1,162,wind,0.05466449829975143,32645989.63204956,31276825.2771926
1,163,solar,0.137238279930735,33152719.64255905,31155516.814862527
1,164,wind,-0.009703604825977236,33171661.182903294,31143285.945058145
1,165,wind,-0.030543715159222485,33178048.349716187,31139214.539273538
1,166,wind,0.03606613307924941,33230851.275562283,31096191.8102353
1,167,wind,0.0284360231755767,33269988.0723381,31067687.238747872
1,168,wind,0.03763817488391884,33313698.681461338,31034840.00351838
1,169,wind,0.043194036878366024,33364845.354938507,30993153.880326547
1,170,wind,0.04008345927542076,33417085.611736298,30955835.254746713
1,171,wind,0.03157656658654101,33452335.227218628,30925000.538174905
1,172,solar,0.1677477739211265,33947095.24461365,30789693.325182393
1,173,wind,0.012861672831475735,33979298.80194092,30768268.00385137
1,174,solar,0.19356116592441686,34506073.80918884,30622420.722569104
1,175,solar,0.176275262522744,35011948.79106903,30486555.65583201
1,176,solar,0.08276378559384495,35549458.79034424,30393195.80588079
1,177,solar,0.045984183038482444,36015908.77584839,30311606.082686435
1,178,wind,0.002082967516835779,36042404.61243439,30295080.17286206
1,179,solar,0.07426416599172167,36532509.604824066,30205583.786366347
1,180,solar,0.06746598554176278,36989079.62693024,30119177.481893342
1,181,wind,-0.03181516666058451,36995560.53302002,30112777.063344758
1,182,wind,-0.03484623084967956,37000607.76525307,30109046.41276912
1,183,solar,0.05416647765010595,37488622.773225784,30024647.866276115
1,184,wind,0.017193069016626105,37527383.07608986,30000191.235634178
1,185,wind,-0.01490019806641154,37548751.13885498,29987134.975077003
1,186,wind,0.10116225889242254,37644702.6027565,29923288.170481052
1,187,wind,-0.011548142756531016,37661811.650873184,29912958.21987185
1,188,wind,-0.0124586404273659,37682842.13149834,29899211.259342518
1,189,wind,0.019534705756232142,37714585.50180817,29873250.149410576
1,190,solar,0.09508538006611168,38253045.52282715,29775352.067562345
1,191,wind,0.019608408771269025,38283824.046136856,29750860.04807687
1,192,wind,0.009822763276426122,38315773.82995415,29730816.049270872
1,193,wind,0.018087286134855822,38348957.40094566,29707015.449165586
1,194,solar,0.06941861347969622,38825192.40203286,29618408.273134556
1,195,solar,0.05330709374581464,39285277.395872116,29533550.36139846
1,196,wind,0.06551860482675023,39338455.900382996,29488349.938489676
1,197,wind,0.013837680240850896,39376778.40078735,29464355.991700888
1,198,solar,0.08344954027204775,39885788.38194275,29371746.927940868
1,199,solar,0.08216679434079677,40394798.363098145,29279720.930513233
1,200,wind,0.10774439012806862,40475001.18608856,29215167.101320118
1,201,solar,0.06665271651009097,40955131.17666626,29125942.98599943
1,202,solar,0.06494741231065243,41424621.168331146,29040681.48754056
1,203,solar,-0.011314735070643947,41909501.177028656,28988141.910756964
1,204,solar,0.019287772585321217,42452616.17775345,28924697.28685455
1,205,wind,0.0006845036264229566,42485657.97311783,28904816.302426144
1,206,wind,0.08365814838143065,42551725.31637192,28851370.63244705
1,207,solar,0.015073249499686062,43095125.296440125,28789841.700856283
1,208,solar,0.010329322300981731,43579625.28738022,28728344.114084154
1,209,solar,0.0016866068528965117,44090250.28738021,28671837.52719699
1,210,solar,-0.02114240010432899,44576460.290279396,28619970.300193198
1,211,solar,-0.001684065015707165,45104185.27397156,28563682.523478255
1,212,solar,0.01546281741367653,45607685.29209137,28500473.923746005
1,213,wind,0.04658544834258035,45661367.806591034,28456866.740491763
1,214,wind,0.009190588110098616,45687800.456121445,28437110.09403409
1,215,solar,-0.004053358051497489,46196145.44017601,28384275.07496659
1,216,wind,0.00953476459575817,46226951.96918106,28361356.80101792
1,217,wind,0.03385881815757603,46264477.01576424,28330547.190231483
1,218,solar,-0.01726927862980403,46755627.02301216,28280359.51034537
1,219,wind,0.004814326138906181,46777747.6897583,28261689.44852248
1,220,wind,-0.002112208785479888,46803870.280441284,28247070.43701735
1,221,wind,0.027177745359074326,46846890.17406845,28215306.93749419
1,222,wind,0.08105032356098295,46925160.798900604,28162726.907411486
1,223,wind,0.10175513320839033,47010264.855861664,28096645.49627486
1,224,wind,0.049100898912260306,47074489.50380325,28056622.813726336
1,225,solar,0.0228220347157307,47586064.525547035,27991571.707037367
1,226,solar,0.007194944297717884,48061634.529533386,27933623.823265675
1,227,solar,0.005056631888942793,48605224.541130066,27872817.027182013
1,228,wind,0.03227188192008063,48656680.97047043,27834918.93492356
1,229,wind,0.07202545359026641,48729479.31367111,27786441.118463904
1,230,solar,0.013981524661490694,49218824.31584549,27725408.425435953
1,231,wind,0.05637903450280428,49269389.76919174,27684362.352674417
1,232,wind,0.0790524666455388,49354274.74306488,27631627.94650834
1,233,wind,0.02679903752875514,49402830.77637482,27603867.459405832
1,234,wind,0.05888806570408866,49466797.70036316,27561521.050405435
1,235,solar,0.007489367737742141,50004307.69963837,27502376.844934255
1,236,solar,-0.033844015209469946,50502867.713409424,27463083.033665832
1,237,wind,0.10530760663475841,50620000.58118057,27394520.69000357
1,238,wind,0.0072696137264277785,50644749.026361465,27375797.081231296
1,239,solar,-0.05424440742151812,51151574.02998543,27341395.405212708
1,240,solar,-0.05509325351311825,51645574.011865616,27309635.35290153
1,241,wind,0.03883773092473857,51700674.02791786,27276402.732437205
1,242,solar,-0.05277074158901349,52186029.04748726,27245711.97861403
1,243,wind,-0.002535854833079502,52216129.087150574,27228749.859715637
1,244,wind,0.031149596616458147,52264756.36680603,27195824.36716574
1,245,wind,-0.007132723243795335,52286509.11553764,27179237.436234646
1,246,wind,0.0457115985367354,52351834.56079674,27138470.491528686
1,247,wind,0.06584158201328479,52418312.63381386,27091900.900433715
1,248,solar,-0.05346395296030678,52943662.65374565,27058520.059054516
1,249,solar,-0.05858055148988031,53423032.65410805,27027464.944279663
1,250,solar,-0.060941259577795864,53918172.64396095,26999425.56940646
1,251,wind,0.058437413110416385,53982882.940855026,26954096.523904752
1,252,solar,-0.04563387211611494,54509467.96187401,26919099.245639868
1,253,wind,-0.006982205232102424,54533527.6576004,26906693.8688832
1,254,solar,-0.057952374810678886,55021257.640930176,26875170.924298707
1,255,wind,0.01258903359303251,55065381.12952423,26849459.69093079
1,256,wind,0.06287656430793927,55128417.86139679,26805300.328019567
1,257,wind,-0.0038547721134405584,55155226.99840355,26789810.931426473
1,258,wind,0.029291435701502486,55199607.444963455,26760917.536063615
1,259,solar,-0.046380497132241724,55696932.45764732,26727322.12566918
1,260,wind,0.05767964905489236,55759169.450876236,26679051.633306205
1,261,wind,0.10444274441931396,55848192.68195152,26610296.617120445
1,262,wind,-0.021576184156443922,55860849.71063995,26603462.374284446
1,263,wind,0.07218245042470284,55940351.90036011,26553850.702764213
1,264,wind,-0.003451469922615215,55968975.515945435,26536009.57382363
1,265,solar,-0.047727617375841365,56518265.52210617,26503026.49081265
1,266,solar,-0.05243683845848776,57018820.52717972,26470681.371022295
1,267,solar,-0.04901381805450655,57524980.53370285,26438282.924683433
1,Final,NA,NA,57524980.53370285,26438282.924683433
2,1,wind,0.15687567247946746,89011.21598815918,57098488.78401184
2,2,wind,0.1087559102628161,154024.82706069946,57033475.1729393
2,3,solar,0.9618828923300674,652109.8299598694,56535390.17004013
2,4,wind,0.057105870447145574,694708.643070221,56492791.35692978
2,5,wind,0.07984204104373785,746739.4538269043,56440760.546173096
2,6,wind,0.008280529858701048,770332.4088954926,56417167.59110451
2,7,wind,0.02682250413107162,798103.5626354218,56389396.43736458
2,8,wind,0.009339515237411543,819590.362569809,56367909.63743019
2,9,solar,0.9482496792385937,1307415.3843135834,55880084.61568642
2,10,wind,0.10262387145422544,1370704.1978816986,55816795.8021183
2,11,solar,0.9101999383779217,1844279.210565567,55343220.78943443
2,12,wind,0.22270185937064235,1963211.420595169,55224288.57940483
2,13,solar,0.9702715864463802,2458921.414434433,54728578.58556557
2,14,solar,0.9861170798239176,2962896.398126602,54224603.6018734
2,15,wind,0.04355278456961969,3001459.703382492,54186040.29661751
2,16,wind,0.13297185114857157,3079765.413549423,54107734.58645058
2,17,wind,-0.015024648025667994,3093631.277820587,54093868.72217941
2,18,wind,0.05806297149841208,3136585.203107834,54050914.796892166
2,19,wind,0.06280200237828307,3180790.6079883575,54006709.39201164
2,20,solar,1.091871088593905,3732835.5956668854,53454664.404333115
2,21,solar,1.012165176602489,4250775.609075546,52936724.390924454
2,22,wind,0.11442996048190747,4318528.201395035,52868971.798604965
2,23,wind,0.024019417965072207,4345025.225059509,52842474.77494049
2,24,solar,0.9890816183372494,4849285.233394623,52338214.76660538
2,25,wind,0.01596436522001517,4872120.869447708,52315379.13055229
2,26,wind,0.051941812387880634,4915140.763074875,52272359.236925125
2,27,wind,0.01610799661306548,4938041.686124802,52249458.3138752
